"blockNumber","buyer","category","createdAt","nftAddress","price","status","txHash","price_mana","nft_image","nft_owner_address","nft_owner_mana","parcel_x_coordinate","parcel_y_coordinate","estate_size","date_time_utc","date"
"11427353",NA,"wearable","1607632393","0x32b7495895264ac9d0b12d32afd435453458b1c6","3900000000000000000000","open","0x819d8fba8c7a80134a31d926e380d208d3e4715037d03366b7bb5a053d03cc41",3900,"https://wearable-api.decentraland.org/v2/collections/community_contest/wearables/f_cw_astronaut_pants_lower_body/thumbnail","0xf6c530eed1279561d1369a56198f281faf2f5f2c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11427344",NA,"wearable","1607632265","0x32b7495895264ac9d0b12d32afd435453458b1c6","5500000000000000000000","open","0x4621b2bc69b4ba7083d66969715866d448061e6689e56aa344d7a3d83516dd2f",5500,"https://wearable-api.decentraland.org/v2/collections/community_contest/wearables/f_cw_trendy_jacket_upper_body/thumbnail","0xf6c530eed1279561d1369a56198f281faf2f5f2c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11427340",NA,"wearable","1607632246","0x32b7495895264ac9d0b12d32afd435453458b1c6","4900000000000000000000","open","0xae17d96cc43d058fddc98ad324a732962b7cba9e4af780dc82d488c2f0f1fa4e",4900,"https://wearable-api.decentraland.org/v2/collections/community_contest/wearables/cw_shoes_of_wonder_feet/thumbnail","0xf6c530eed1279561d1369a56198f281faf2f5f2c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11454279","0xd14e31cc7a0bd4040d3bf58fbd45db5e82f5077f","wearable","1607632246","0x75a3752579dc2d63ca229eebbe3537fbabf85a12","1600000000000000000000","sold","0xb8ff48784efe9a9e634441d272d4bb743c00a7dbd6a888638ba7771cd72dae7f",1600,"https://wearable-api.decentraland.org/v2/collections/pm_outtathisworld/wearables/pm_col1_alien_helmet/thumbnail","0xd14e31cc7a0bd4040d3bf58fbd45db5e82f5077f","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11427338",NA,"wearable","1607632231","0x1e1d4e6262787c8a8783a37fee698bd42aa42bec","2800000000000000000000","open","0x4dadca708e30e053c9123831679741369b07dc7c35f0c284fd3e91eef72a8876",2800,"https://wearable-api.decentraland.org/v2/collections/dappcraft_moonminer/wearables/moonminer_neurahairs_hair/thumbnail","0xf6c530eed1279561d1369a56198f281faf2f5f2c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11427098",NA,"parcel","1607628886","0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d","35000000000000000000000","cancelled","0x35c9e1b883120e6808f31437019cb01aa7aa08f4801c8fc9b2345febefda2147",35000,"https://api.decentraland.org/v1/parcels/-130/20/map.png","0x81e4fb0c64bf49f89b57f6648562fc9a791b2e92","0","-130","20",NA,"2020-12-27 23:50:26",2020-12-27
"11426969",NA,"parcel","1607627007","0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d","33000000000000000000000","cancelled","0x2162fe87d0086f37ac29abda33151428fd94145ed01cdddba96d68ce05a2a7f5",33000,"https://api.decentraland.org/v1/parcels/-145/23/map.png","0x7caa3581bda936542e719f62139340a76e8e9283","0","-145","23",NA,"2020-12-27 23:50:26",2020-12-27
"11426857",NA,"wearable","1607625530","0xbf53c33235cbfc22cef5a61a83484b86342679c5","7000000000000000000000","open","0x0ab8d9d4bdc96abc93b563cd4587760696c99991b5bb7df9500044ba0ffa5155",7000,"https://wearable-api.decentraland.org/v2/collections/dg_summer_2020/wearables/dg_mink_fur_coat_upper_body/thumbnail","0xe072f01e0286fe492d2497eb76c1ffbe521b317c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11426857",NA,"wearable","1607625530","0xbf53c33235cbfc22cef5a61a83484b86342679c5","6000000000000000000000","open","0xf380041afe57323f68e7bd840f96f588e1f975d6e9286d9107532662dbb7a70b",6000,"https://wearable-api.decentraland.org/v2/collections/dg_summer_2020/wearables/dg_tracksuit_top_upper_body/thumbnail","0xe072f01e0286fe492d2497eb76c1ffbe521b317c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11426851",NA,"wearable","1607625422","0xbf53c33235cbfc22cef5a61a83484b86342679c5","6000000000000000000000","open","0xfc6bebff4ad7016adc971a9421bc986a4782198c4f7c438c205255e6d034957d",6000,"https://wearable-api.decentraland.org/v2/collections/dg_summer_2020/wearables/dg_tracksuit_bottom_lower_body/thumbnail","0xe072f01e0286fe492d2497eb76c1ffbe521b317c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11426843",NA,"wearable","1607625367","0xbf53c33235cbfc22cef5a61a83484b86342679c5","5000000000000000000000","open","0x83f583d9d0e2605e627c0c67ff22ca8efb0c2c1bee70490411a4346f8457bfa3",5000,"https://wearable-api.decentraland.org/v2/collections/dg_summer_2020/wearables/dg_flip_up_spectacles_eyewear/thumbnail","0xe072f01e0286fe492d2497eb76c1ffbe521b317c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11426837",NA,"wearable","1607625285","0xbf53c33235cbfc22cef5a61a83484b86342679c5","5000000000000000000000","open","0x8a39e09caaa92415cb3b68f7132f80dfdf934e1418ae9bb639f64a44210f7cc3",5000,"https://wearable-api.decentraland.org/v2/collections/dg_summer_2020/wearables/dg_deezys_feet/thumbnail","0xe072f01e0286fe492d2497eb76c1ffbe521b317c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11426832",NA,"wearable","1607625243","0xbf53c33235cbfc22cef5a61a83484b86342679c5","5000000000000000000000","open","0x0393112f68ba69c0188734fa64345f5e22697d1fb7447291665e822dba30a2da",5000,"https://wearable-api.decentraland.org/v2/collections/dg_summer_2020/wearables/dg_slides_feet/thumbnail","0xe072f01e0286fe492d2497eb76c1ffbe521b317c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11459827",NA,"parcel","1607622141","0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d","9995000000000000000000","cancelled","0x112471cc2b398cd3d719c901bc1065aecbb02ca0d2d5aa388ab73323787ba2a2",9995,"https://api.decentraland.org/v1/parcels/146/-64/map.png","0x13c5b1aa32e685c11bed49008464707ad9f19c06","0","146","-64",NA,"2020-12-27 23:50:26",2020-12-27
