"date","symbol","active_addresses","block_count","block_size_block_bytes","block_mean_size_bytes","cap_mrkt_cur","fees_daily_mean_native_units","fees_daily_mean_usd","fees_daily_median_native_units","fees_daily_median_usd","fees_daily_total_native_units","fees_daily_total_usd","supply_issued_daily","annual_inflation_rate","supply_issued_usd_equivalent_scheduled_daily","supply_issued_native_units_total","supply_issued_usd_equivalent_total","adjusted_nvt","adjusted_nvt_90_day_ma","price_btc","price_usd","roi_1_year","roi_30_days","supply_current","transactions_count_daily","transactions_successful_transfers_daily_count","transactions_native_units_transferred_adjusted","transactions_usd_equivalent_adjusted","transactions_mean_native_units_per_transaction","transactions_mean_usd_equivalent_per_transaction","transactions_median_native_units_per_transaction","transactions_median_usd_equivalent_per_transaction","transactions_sum_native_units_transferred_daily","transactions_sum_usd_equivalent_units_transferred_daily","volatility_180_days","volatility_60_days","volatility_30_days","date_time_utc","pk_dummy","pkey"
"2019-06-10","LSK",3771,8629,6508201,754.22424383,"272838629.0393882269004335769","0.105857898715042","0.2174888942823810940041867066",0.1,"0.205453628800849",560.2,"1150.951228542356098",25887,7.114945,"53185.78088767578063",25887,"53185.78088767578063",134.11630574,"250.4998950864623","0.00025703221892249756","2.05453628800849","-71.03368288733446","0.5898350324175147","132798155.29754263",5292,5257,"990171.587013417","2034343.45687402132614983991","194.09423569","398.7736505183775787810081","1.11512269","2.2910600321866421116381","1020353.39701341","2096353.080756784467962723851","0.04489062957337763","0.04809639904463736","0.05600710544459348","2019-06-10 00:00:01","2019-06-10 00","2019-06-10 00LSK"
"2019-06-11","LSK",1056,8621,5709941,662.32931214,"275562075.2187030784745682886","0.123417721518987","0.2560469964785447972758929065",0.1,"0.207463720223642",156,"323.64340354888152",25863,7.10728,"53656.34196144053046",25863,"53656.34196144053046",310.00997096,"252.97177166350662","0.0002618670230046223","2.07463720223642","-71.0807915859274","16.734395044636987","132824223.39754263",1264,1227,"428451.4558874","888881.329736356456255699108","349.18619062","724.4346615674700444263804","4.76866344","9.8932465775687022904848","428451.4558874","888881.329736356456255699108","0.04469298992903942","0.047947451763533246","0.04944948423211314","2019-06-11 00:00:01","2019-06-11 00","2019-06-11 00LSK"
"2019-06-12","LSK",963,8638,5803133,671.81442464,"278079593.0987931663152804169","0.130006653359947","0.2721279158496391402368099523",0.1,"0.209318453184241",195.4,"409.008257522006914",25914,7.11969,"54242.78395816421274",25914,"54242.78395816421274",702.18768096,"259.7711540019659","0.0002569347234293991","2.09318453184241","-68.70585488503711","15.7880138051505","132850013.39754263",1503,1477,"189194.45185432","396018.9001318661877105177112","128.11973044","268.1782379808271657599604","1.30318621","2.7278092168823346051661","189232.84185457","396099.2574865669139633783137","0.04467349068996721","0.0479438029197537","0.04940434543246811","2019-06-12 00:00:01","2019-06-12 00","2019-06-12 00LSK"
"2019-06-13","LSK",538,8640,5669981,656.24780093,"268331484.5062718267232305386","0.139838492597577","0.2823914578411116990445237637",0.1,"0.201941148388784",103.9,"209.816853175946576",25920,7.120055,"52343.1456623728128",25920,"52343.1456623728128",525.13113127,"253.71561642290214","0.00024528921409521686","2.01941148388784","-67.99756448737838","7.801405658466887","132876081.29754263",743,712,"253034.09641066","510979.9601068696797660203744","355.4243256","717.747964769730798040704","4.90122959","9.8975993192168896491856","253062.11982501","511036.5509116258170552668784","0.0447702903433247","0.04811028697712756","0.049595555282273746","2019-06-13 00:00:01","2019-06-13 00","2019-06-13 00LSK"
"2019-06-14","LSK",387,8601,5600543,651.15021509,"268314099.0975809634031928115","0.133499170812604","0.2695200434667888689958958133",0.1,"0.201888926969532",80.5,"162.52058621047326",25803,7.086475,"52093.39982594834196",25803,"52093.39982594834196",203.20690331,"251.71546874471585","0.00023210946793325856","2.01888926969532","-70.72215102703204","-3.8764805245963063","132901840.19754263",603,580,"654022.27006356","1320398.543173095996758234539","1127.62787597","2276.5558190051581806494604","89.95","181.599089809094034","654024.16806356","1320402.375024929878475594539","0.04475568413618963","0.04784386685806633","0.044868008886147365","2019-06-14 00:00:01","2019-06-14 00","2019-06-14 00LSK"
"2019-06-15","LSK",1979,8639,6030035,698.0015048,"263288623.998848876974629762","0.12811320754717","0.2537526980074774284322948397",0.1,"0.198069116265041",407.4,"806.933579663777034",25917,7.116405,"51333.57286241067597",25917,"51333.57286241067597",161.72868191,"244.4134521477872","0.0002237921226478273","1.98069116265041","-69.09424082992508","-7.694592134255239","132927651.19754263",3180,3129,"821917.60689142","1627964.940396609318328288482","263.02895714","520.9791309283514606934274","1.73993134","3.4462666287564858228494","823017.60689142","1630143.700675524769328288482","0.044283543737481584","0.047409880383977684","0.0447695482637575","2019-06-15 00:00:01","2019-06-15 00","2019-06-15 00LSK"
"2019-06-16","LSK",1610,8639,5950881,688.83910175,"278238013.8824364036544344659","0.125663419549882","0.2629812085364543811665571237",0.1,"0.209274273673624",374.1,"782.895057813027384",25917,7.114945,"54237.61350799313208",25917,"54237.61350799313208",58.64319138,"248.7617725478462","0.00023202381404422868","2.09274273673624","-67.79671129400786","5.290345692966734","132953759.19754263",2977,2935,"2267164.45796549","4744591.952393833696713152358","772.73214259","1617.1295788478550389004616","3.53210849","7.3917943878119081946776","2267968.8384887","4746275.313891353520732120488","0.044168251110636325","0.047905241670583534","0.0437124247744594","2019-06-16 00:00:01","2019-06-16 00","2019-06-16 00LSK"
"2019-06-17","LSK",3746,8635,6360175,736.55761436,"276737648.1566551313271343079","0.107066974595843","0.2228122356673159157968595426",0.1,"0.20810547464182",463.6,"964.77698043947752",25905,7.1102,"53909.723205963471",25905,"53909.723205963471",100.15965923,"241.92346426620125","0.00022279735163530163","2.0810547464182","-66.43535479769649","7.584598333892386","132979513.69754263",4330,4284,"1327675.38066988","2762965.152645644277446623816","309.95266698","645.028468783708692411036","1.9","3.95400401819458","1327837.2253244","2763301.96023211553723306408","0.04373062436233054","0.047863279331936244","0.043397453965214175","2019-06-17 00:00:01","2019-06-17 00","2019-06-17 00LSK"
"2019-06-18","LSK",1550,8634,5877640,680.75515404,"271574921.5271921207906315731","0.112370203160271","0.2294409730956820329955917692",0.1,"0.204183107837258",248.9,"508.211755406935162",25902,7.10801,"52887.50859200656716",25902,"52887.50859200656716",225.29921155,"235.62437378272566","0.00022568819713837803","2.04183107837258","-67.99214248825386","-0.8958923537025644","133005577.39754263",2215,2185,"590350.8338111","1205396.679618670075027139638","272.03836788","555.4563940471370297447304","2.89394918","5.9089553749548436254844","594403.8338111","1213672.220979314141767139638","0.04344038621432504","0.04792807420113406","0.042007970873991794","2019-06-18 00:00:01","2019-06-18 00","2019-06-18 00LSK"
"2019-06-19","LSK",766,8636,5698355,659.83730894,"275702016.0288884035600709833","0.128075396825397","0.2654310327062285741595404875",0.1,"0.207245918642818",129.1,"267.554480967878038",25908,7.108375,"53693.27260198128744",25908,"53693.27260198128744",101.05582896,"233.91970048744338","0.00022320374358759254","2.07245918642818","-67.89394232108205","3.059949404766838","133031336.79754263",1008,972,"1316414.28470181","2728214.877475547673750281006","1354.33568385","2806.805429502423799210893","3.162823515","6.5548226487128165626527","1316414.28470181","2728214.877475547673750281006","0.04276852813204281","0.04796295741365867","0.04184594222996389","2019-06-19 00:00:01","2019-06-19 00","2019-06-19 00LSK"
"2019-06-20","LSK",602,8635,5664355,655.97625941,"271236784.0317887725458074767","0.175808383233533","0.3583843089349297773858228054",0.1,"0.203849385531789",146.8,"299.250897960666252",25905,7.106185,"52807.18332200994045",25905,"52807.18332200994045",175.34611377,"228.37931836204297","0.00021352819635209473","2.03849385531789","-67.99909812709977","0.4144638318676474","133057444.99754263",835,808,"758827.4535161","1546865.101239091652763733029","939.19734346","1914.5480135740958818124994","14.451","29.45827470319882839","758871.45351358","1546954.794963588635408331946","0.042725863986498046","0.047920587201116416","0.04193357305077786","2019-06-20 00:00:01","2019-06-20 00","2019-06-20 00LSK"
"2019-06-21","LSK",653,8590,5633120,655.77648428,"280137174.7521787290908760967","0.122934782608696","0.2587749739894433430357162043",0.1,"0.210497768408742",113.1,"238.072976070287202",25770,7.06786,"54245.2749189328134",25770,"54245.2749189328134",210.74198721,"233.76672940595915","0.00020875495028266618","2.10497768408742","-66.16641995268039","12.958077016156414","133083204.09754263",920,894,"631498.28783781","1329289.80343800424175482135","706.42552923","1487.0099744987954230852866","20.636885","43.4401823940784164867","631544.42313531","1329386.9172096904758925288","0.04275321035791766","0.04808154910218357","0.039040099523675854","2019-06-21 00:00:01","2019-06-21 00","2019-06-21 00LSK"
"2019-06-22","LSK",2279,8636,5991696,693.80453914,"279540898.066607204994834193","0.108729662077597","0.228342159224614776345772585",0.1,"0.210009076512768",347.5,"729.7815408818688",25908,7.10436,"54409.15154292793344",25908,"54409.15154292793344",94.74208446,"227.93230404620124","0.00019654026579289614","2.10009076512768","-60.64698387327406","11.208255902460781","133108960.19754263",3196,3159,"1404961.27938423","2950546.208196791765787728486","444.91996989","934.3723199868744476055552","2.29316849","4.8158619687307866028032","1405502.18489194","2951682.158858340235901102899","0.04274632041395217","0.047918766478462285","0.03901692033687536","2019-06-22 00:00:01","2019-06-22 00","2019-06-22 00LSK"
"2019-06-23","LSK",1210,8640,5799179,671.20127315,"278169930.6641889569042946963","0.110854379365932","0.2316171527091487162915772378",0.1,"0.208938207073062",206.3,"431.039521191726906",25920,7.106185,"54156.7832733376704",25920,"54156.7832733376704",313.48839833,"226.12924811859145","0.00019356117151370685","2.08938207073062","-62.985957135133944","8.90894886540876","133135023.29754263",1861,1836,"424688.83699937","887337.2416659224373843797094","231.53013047","483.7549034379392168239914","2.079140765","4.3441194369161453757243","425089.31954311","888174.0027124533846822870282","0.042501823029838064","0.04747015583288337","0.03897736653961027","2019-06-23 00:00:01","2019-06-23 00","2019-06-23 00LSK"
"2019-06-24","LSK",3769,8639,6493758,751.67936104,"276623243.0633974974968568665","0.105029469548134","0.2181838048158890324867194158",0.1,"0.207735796205176",534.6,"1110.555566512870896",25917,7.103995,"53838.88630249546392",25917,"53838.88630249546392",156.39170705,"222.5464705872744","0.00018877852617114882","2.07735796205176","-61.75655000789031","4.942062651903231","133161086.39754263",5090,5056,"851458.743619478","1768784.600416510826153580181","168.40560594","349.8387263536101684434544","1.436970445","2.9851019951538106802332","851458.74361948","1768784.600416514980869504285","0.042459453780892324","0.046308787782760326","0.038629373320655656","2019-06-24 00:00:01","2019-06-24 00","2019-06-24 00LSK"
"2019-06-25","LSK",1005,8608,5689929,661.00476301,"278086828.3206809195095705703","0.118118195956454","0.2466243043849502669366794655",0.1,"0.208794506543151",151.9,"317.158855439046369",25824,7.076985,"53919.09336970331424",25824,"53919.09336970331424",187.54151459,"223.65538148823188","0.00017805714552893013","2.08794506543151","-62.37146048716649","2.451389820425651","133186850.99754263",1286,1260,"710172.63183399","1482801.442242287912122035025","563.62907288","1176.8265414535329184384488","6.030878435","12.59214286857555762848685","710172.63183399","1482801.442242287912122035025","0.04183046581182092","0.04630233973148828","0.03828724016074439","2019-06-25 00:00:01","2019-06-25 00","2019-06-25 00LSK"
"2019-06-26","LSK",1094,8619,5796016,672.46966005,"266181434.8931409553121840568","0.127213309566251","0.2541938027175365723158379925",0.1,"0.199816987376746",214.1,"427.808169973613186",25857,7.08465,"51666.67842600521322",25857,"51666.67842600521322",88.69882267,"209.77914883305843","0.0001553368819403862","1.99816987376746","-62.20970801535197","-3.5103936567887897","133212615.39754263",1683,1625,"1501853.25344232","3000957.925848089665112202907","935.99177758","1870.2705720544090969615468","47.5","94.91306900395435","1520986.63856982","3039189.679593050536669654057","0.04127960947400688","0.04662956617761459","0.03902421711114707","2019-06-26 00:00:01","2019-06-26 00","2019-06-26 00LSK"
"2019-06-27","LSK",891,8638,5781976,669.36513082,"243704548.4534828069865595969","0.154056103108415","0.2817812616573243329147113302",0.1,"0.182908210691935",203.2,"371.66948412601192",25914,7.098885,"47398.8337187080359",25914,"47398.8337187080359",132.73259896,"190.08359365956474","0.00016463684874893118","1.82908210691935","-65.56253964415541","-13.27600269879737","133238714.39754263",1319,1271,"1003813.04547133","1836056.480163829562375047236","791.19830486","1447.166662444346996733041","2.96904673","5.4306302484504064912255","1005613.04547133","1839348.827956284392375047236","0.041780100938624956","0.04775623166354885","0.04194137207161738","2019-06-27 00:00:01","2019-06-27 00","2019-06-27 00LSK"
"2019-06-28","LSK",563,8611,5660803,657.39205667,"253880896.7127887231243938368","0.130085261875761","0.2478242095845074723327145223",0.1,"0.190509059989589",106.8,"203.463676068881052",25833,7.075525,"49214.20546711052637",25833,"49214.20546711052637",160.81977525,"197.02233046521386","0.0001541558943123322","1.90509059989589","-60.87658901293046","-9.6250653767335","133264473.99754263",821,788,"828657.25802295","1578667.152795025122137230676","1051.59550511","2003.3847116778313579629979","68.13099003","129.7957086677536006279767","828657.25802295","1578667.152795025122137230676","0.041879433566386744","0.04796908814984116","0.04275255367731981","2019-06-28 00:00:01","2019-06-28 00","2019-06-28 00LSK"
"2019-06-29","LSK",1965,8634,5912495,684.792101,"254453116.1091597417465316978","0.108212927756654","0.2065801615760441825780650034",0.1,"0.190901554794447",284.6,"543.305824944996162",25902,7.093045,"49447.32072285766194",25902,"49447.32072285766194",261.4079817,"196.91611254461102","0.00015982580053661385","1.90901554794447","-62.091242733545556","-2.608388292441819","133290227.19754263",2630,2598,"509893.48653936","973394.5935992525686617493392","196.26385163","374.6707442611366115589861","1.820678835","3.47570420382842428429245","509893.48653936","973394.5935992525686617493392","0.04130258109514914","0.04778363248816078","0.04070098133495673","2019-06-29 00:00:01","2019-06-29 00","2019-06-29 00LSK"
"2019-06-30","LSK",1341,8627,5844072,677.41648313,"239202547.0873975087765927429","0.111839622641509","0.2006680587698007940054315419",0.1,"0.179424835340354",237.1,"425.416284591979334",25881,7.085745,"46436.94163443701874",25881,"46436.94163443701874",294.82425288,"185.2656229863485","0.00016548111966231205","1.79424835340354","-66.38866207528173","-13.210384048682494","133316297.39754263",2120,2096,"452189.04515982","811339.4497051260240602537628","215.73904826","387.0894321053518513148404","2.02221117","3.6283490620067461055418","452189.04515982","811339.4497051260240602537628","0.041450955964688584","0.048488499182739064","0.04085429394732016","2019-06-30 00:00:01","2019-06-30 00","2019-06-30 00LSK"
"2019-07-01","LSK",3752,8610,6553247,761.12044135,"236974133.7815843801859671636","0.10695652173913","0.1900820030866073316567566292",0.1,"0.177718945975284",590.4,"1049.252657038076736",25830,7.070415,"45904.8037454158572",25830,"45904.8037454158572",194.92257201,"184.1855031850863","0.0001681423683282927","1.77718945975284","-67.20656094106684","-14.91886360168542","133342076.99754263",5520,5497,"684077.147269852","1215734.69578577224244070338","124.44557891","221.1633711516923193166044","1.48092424","2.6318829500204851648416","684077.34726985","1215735.051223660638629783874","0.04143762905729677","0.04850458478327763","0.04076287103993246","2019-07-01 00:00:01","2019-07-01 00","2019-07-01 00LSK"
"2019-07-02","LSK",1425,8636,5803386,671.99930523,"235935822.843910713040803716","0.110750853242321","0.1959245633336916322867466366",0.1,"0.176905692008541",194.7,"344.435382340629327",25908,7.09049,"45832.72668557280228",25908,"45832.72668557280228",378.2784375,"186.72574826165285","0.0001643175951852805","1.76905692008541","-70.12037206879056","-17.26125277433018","133368135.39754263",1758,1733,"352566.05235201","623709.4147005182329405851741","203.44261532","359.9015664721200481744812","3.06890956","5.4290756942342707655196","352566.05235201","623709.4147005182329405851741","0.041254703914745366","0.048430598378913205","0.04040176418848059","2019-07-02 00:00:01","2019-07-02 00","2019-07-02 00LSK"
"2019-07-03","LSK",685,8636,5695619,659.5204956,"232721971.3432031514156777308","0.144123931623932","0.2514418693116071753281598734",0.1,"0.174462260693598",134.9,"235.349589675663702",25908,7.08903,"45199.68250049736984",25908,"45199.68250049736984",187.78259191,"185.928450992913","0.00014596878959672666","1.74462260693598","-68.88616057824498","-12.822229440059484","133393875.79754263",936,890,"710363.37521687","1239316.003542697466498705983","799.84648901","1395.4302668052168768435798","17.6206025","30.74130146933264652795","711863.37521687","1241932.937453101436498705983","0.04125561490088937","0.04845223056930516","0.038828055917646015","2019-07-03 00:00:01","2019-07-03 00","2019-07-03 00LSK"
"2019-07-04","LSK",3806,8638,6422292,743.49293818,"215699195.7408704107235484744","0.106573056573057","0.1722959678866036422106153807",0.1,"0.161669350046738",523.7,"846.662386194766906",25914,7.089395,"41894.99537111168532",25914,"41894.99537111168532",151.49761026,"173.29705118405755","0.00014464453782205827","1.61669350046738","-72.24506485209261","-16.34269932090882","133419968.39754263",4914,4877,"880673.74901864","1423779.526070675963656331963","180.67350123","292.0936751452261860048774","0.89231767","1.4426041774411964326046","881144.66549114","1424540.853671029739347249013","0.04165792603530812","0.049059820198263694","0.04062714821234403","2019-07-04 00:00:01","2019-07-04 00","2019-07-04 00LSK"
"2019-07-05","LSK",402,8640,5624748,651.0125,"218774453.8842372143574980058","0.143589743589744","0.2354048204798316469441757299",0.1,"0.163942642834168",78.4,"128.531031981987712",25920,7.08976,"42493.9330226163456",25920,"42493.9330226163456",367.92921246,"176.30960513300468","0.00014906045992384284","1.63942642834168","-70.68357421675115","-16.65994456033124","133445728.39754263",546,518,"362694.02884947","594610.1762975408475704469096","700.18152288","1147.8960932459966953776384","66.008052","108.21534493215188720736","362694.02884947","594610.1762975408475704469096","0.041429530236535846","0.048957651721238137","0.04055654613873635","2019-07-05 00:00:01","2019-07-05 00","2019-07-05 00LSK"
"2019-07-06","LSK",2038,8639,5975970,691.74325732,"224099485.7243481926541624526","0.103566878980892","0.1738890634610182590835430578",0.1,"0.167900264227428",325.2,"546.011659267595856",25917,7.08757,"43514.71147982251476",25917,"43514.71147982251476",470.60127468,"181.64555902872902","0.00014980093211145614","1.67900264227428","-70.22655990647038","-14.327184728257459","133471788.59754263",3140,3122,"283619.69203761","476198.2123321647624976956708","90.84551314","152.5298566008228232240392","1.65860259","2.7847981310929642983852","283619.69203761","476198.2123321647624976956708","0.041344150707224525","0.04882520443844852","0.040922581338217606","2019-07-06 00:00:01","2019-07-06 00","2019-07-06 00LSK"
"2019-07-07","LSK",946,8640,5829334,674.69143519,"227605203.8546528399393274242","0.129801777170198","0.2213041341255207861858037253",0.1,"0.170493916917134",189.9,"323.767948225637466",25920,7.08684,"44192.0232649211328",25920,"44192.0232649211328",298.45533235,"186.13841366878947","0.00014882261214708363","1.70493916917134","-69.28820858760206","-19.950634193380587","133497551.09754263",1463,1413,"447294.91025595","762610.612666348480228804473","316.55690747","539.7102708173505529559098","2.18406002","3.7236894759191402238268","447294.91025595","762610.612666348480228804473","0.041357146622740544","0.04875716376216166","0.0376099309456101","2019-07-07 00:00:01","2019-07-07 00","2019-07-07 00LSK"
"2019-07-08","LSK",3679,8640,6496748,751.93842593,"224175512.8728585865224613491","0.102682563338301","0.1723958512155607843685665352",0.1,"0.167892040879015",551.2,"925.42092932513068",25920,7.08538,"43517.616995840688",25920,"43517.616995840688",277.64077042,"184.53648735291446","0.0001362801788427826","1.67892040879015","-69.54413292904248","-18.528424521664014","133523609.39754263",5368,5345,"480922.197390811","807430.0922396376138392373116","89.97608932","151.062692662473449536198","1.14146849","1.9164347438518752473735","480922.19739085","807430.0922397030917351801275","0.04137569143309398","0.04831195813540628","0.03733346134465621","2019-07-08 00:00:01","2019-07-08 00","2019-07-08 00LSK"
"2019-07-09","LSK",1391,8630,5765247,668.04716107,"214516592.9060988377370623933","0.117412045319022","0.1885956636145380833244982517",0.1,"0.160627185313144",196.9,"316.274927881580536",25890,7.07589,"41586.3782775729816",25890,"41586.3782775729816",151.67652166,"175.3250758186775","0.0001276936251890042","1.60627185313144","-70.16984735104455","-15.552859852874182","133549369.29754263",1677,1638,"880488.07976343","1414303.219541747860939895239","539.18198954","866.0728535135124983251376","12.82135973","20.5945892531719192129112","883180.0988584","1418627.334042090544809148096","0.04046781782990772","0.048601476429871074","0.035431647431453134","2019-07-09 00:00:01","2019-07-09 00","2019-07-09 00LSK"
"2019-07-10","LSK",885,8618,5734931,665.4596194,"202348870.4008912710462530946","0.11331811263318112","0.1716621366944334104994573285",0.1,"0.151486935941226",148.9,"225.564047616485514",25854,7.064575,"39165.43241824457004",25854,"39165.43241824457004",136.28653017,"164.3483216309913","0.00012512567277410134","1.51486935941226","-69.96995938774303","-26.267091593662812","133575129.19754263",1314,1290,"980105.1434448101","1484731.250806900674500283312","759.82720106","1151.0389453337726824489956","5.03707711","7.6305137749358578993686","980177.0893698","1484840.239484202446821793748","0.04071484184822654","0.04590493846685054","0.033090037011135","2019-07-10 00:00:01","2019-07-10 00","2019-07-10 00LSK"
"2019-07-11","LSK",923,8639,5761608,666.92996875,"185807177.9116984580076849769","0.11006517016654598","0.1530742227567706862758645878",0.1,"0.139075987912566",152,"211.39550162710032",25917,7.080635,"36044.32378729973022",25917,"36044.32378729973022",164.51749764,"150.45206332340325","0.00012313408807540163","1.39075987912566","-72.88131977587308","-32.96370673260623","133601192.19754263",1381,1356,"812078.9223640602","1129406.783907536595084983605","598.87826133","832.8958583382962213887278","2.9013770599999997","4.035118809263562364131636262","812078.92236406","1129406.78390753631693300778","0.0411969394077558","0.04371883238156198","0.03558814033184448","2019-07-11 00:00:01","2019-07-11 00","2019-07-11 00LSK"
"2019-07-12","LSK",454,8636,5646163,653.79377026,"196726936.6419447323813713813","0.12735166425470335","0.187487976520857687210231349",0.1,"0.147220672472628",88,"129.55419177591264",25908,7.07662,"38141.93182420846224",25908,"38141.93182420846224",144.33842011,"158.26902882119558","0.00012462256686872488","1.47220672472628","-69.14727592163453","-29.666653735948863","133627250.39754263",691,655,"925791.2778654","1362956.144966377936237682712","1413.42179827","2080.8490762878055511275356","129.30990078","190.3709055020040394584984","925791.2778654","1362956.144966377936237682712","0.041159279876147245","0.04434396657783979","0.037642607026878536","2019-07-12 00:00:01","2019-07-12 00","2019-07-12 00LSK"
"2019-07-13","LSK",1903,8638,5935029,687.08369993,"190406222.2753800501316355588","0.10973191333088506","0.1563274862329504921721329108",0.1,"0.142463100740403",298.8,"425.679745012324164",25914,7.076985,"36917.88792586803342",25914,"36917.88792586803342",248.62684649,"153.02414479711913","0.00012555313774245658","1.42463100740403","-70.59825611257394","-29.453159062892826","133653009.99754263",2723,2684,"537564.6752728899","765831.3048788373937876350063","200.37871657","285.4657328494456988457771","1.5422126600000001","2.19708397544704894348290074","537816.47527289","766190.0269665018710047357467","0.041054260384857225","0.04420346190341525","0.0375795711728841","2019-07-13 00:00:01","2019-07-13 00","2019-07-13 00LSK"
"2019-07-14","LSK",1429,8633,5841838,676.68689911,"169121113.1689453583925672846","0.1070831283817019","0.1354738486033571209103447999",0.1,"0.126512785581362",217.7,"275.418334210625074",25899,7.07151,"32765.54633771694438",25899,"32765.54633771694438",313.00044998,"138.50598483944344","0.00012303010128069422","1.26512785581362","-74.135816224544","-37.335450992587305","133679068.39754263",2033,2008,"427089.0613933099","540322.2684819696672680893008","212.69375567","269.0847950557330813382254","0.99476718","1.2585076694671613729916","427089.06139331","540322.2684819697937808748822","0.04192594371023869","0.04381423887715608","0.042275695222330455","2019-07-14 00:00:01","2019-07-14 00","2019-07-14 00LSK"
"2019-07-15","LSK",3688,8635,6453931,747.41528662,"169620092.1254618547344251369","0.10455203807159115","0.1326363942286322305933827388",0.1,"0.126861605641595",505.3,"641.031693306979535",25905,7.071875,"32863.49894145518475",25905,"32863.49894145518475",183.28150335,"138.23735651591517","0.00011610579392171441","1.26861605641595","-74.62308189868705","-35.95083977057863","133704828.39754263",4833,4798,"729505.3017034414","925462.1389815476407386648503","152.25902423","193.1582428724031780084685","1.9","2.410370507190305","730538.79826069","926773.2493083238207751740055","0.04191124258822064","0.04366446189236505","0.042401020841432886","2019-07-15 00:00:01","2019-07-15 00","2019-07-15 00LSK"
"2019-07-16","LSK",1161,8637,5783985,669.67523446,"142510080.4641299370297276851","0.10949214026602178","0.1166800996247251624567315715",0.1,"0.106564817658363",181.1,"192.988884779295393",25911,7.071875,"27612.00990345843693",25911,"27612.00990345843693",100.08305988,"116.71530140333782","0.0001125152916423148","1.06564817658363","-80.38037692559082","-49.07887348611356","133730891.29754263",1654,1636,"1336199.0676715402","1423918.100016923243105816207","817.10912045","870.7508442773961951682335","4.4997067","4.795104240016143021321","1336790.52105933","1424548.381241155654087936768","0.043726979935709315","0.04786037899215474","0.049458616059088266","2019-07-16 00:00:01","2019-07-16 00","2019-07-16 00LSK"
"2019-07-17","LSK",488,8627,5675773,657.90807929,"163253395.5505996986554862155","0.15144736842105264","0.1848453658348558089623194867",0.1,"0.122052543904857",115.1,"140.482478034490407",25881,7.062385,"31588.41888801604017",25881,"31588.41888801604017",121.12493972,"132.8415399431074","0.000126154032770082","1.22052543904857","-78.51614511240726","-41.35063283898355","133756651.29754263",760,710,"1104286.62837926","1347809.921938061371535520658","1556.00251353","1899.1406509868817317521521","182.65977851000002","222.940906362432325742739481","1104761.78460669","1348389.862201162034465256933","0.04488871423610173","0.05138169618245313","0.05723907802145815","2019-07-17 00:00:01","2019-07-17 00","2019-07-17 00LSK"
"2019-07-18","LSK",811,8638,5720635,662.26383422,"174146430.5658907210259977766","0.12175502742230346","0.1584902171185991890189233691",0.1,"0.130171394540351",133.2,"173.388297527747532",25914,7.07005,"33732.61518118655814",25914,"33732.61518118655814",367.64274321,"141.79739863895543","0.00012188457571615238","1.30171394540351","-77.21330940390831","-36.24771612150074","133782411.39754263",1094,1063,"363892.43054158986","473683.8514627656578804346244","342.35040293","445.6422937084916699362843","1.95136092","2.5401137220794230448292","363918.47831914","473717.7582180494435938561814","0.04510443400024676","0.051412815584428596","0.059170755524622844","2019-07-18 00:00:01","2019-07-18 00","2019-07-18 00LSK"
"2019-07-19","LSK",588,8637,5665759,655.98691675,"176502151.2306420739159968264","0.14790823211875842","0.1951006576102335570586681174",0.1,"0.131906557745605",109.6,"144.56958728918308",25911,7.06786,"34178.30817746371155",25911,"34178.30817746371155",626.39235646,"143.95580544689557","0.00012524118756381369","1.31906557745605","-75.37991457959934","-36.352639120994255","133808473.39754263",741,697,"213617.66633574","281775.710399966695554394227","309.35102774","408.054292042485642180827","2.9311035","3.866317730810949251175","215617.66633574","284413.841554878795554394227","0.04495815230433474","0.05143549976396085","0.05914281736983526","2019-07-19 00:00:01","2019-07-19 00","2019-07-19 00LSK"
"2019-07-20","LSK",1880,8638,5831117,675.05406344,"202966710.5413442173482927107","0.10939457202505219","0.1659022976898799467612022268",0.1,"0.151654962964604",262,"397.33600296726248",25914,7.067495,"39299.86710264748056",25914,"39299.86710264748056",175.08514646,"164.4184265342514","0.00013961140535433282","1.51654962964604","-69.16438817039091","-25.60440514992165","133834532.39754263",2395,2363,"764396.8383560997","1159245.74211154690337358595","323.4857547","490.582201486054743266388","2.60705109","3.9537223650078048961836","764396.8383561","1159245.742111547358338474844","0.046130921433250247","0.054774000519682904","0.06552648043622689","2019-07-20 00:00:01","2019-07-20 00","2019-07-20 00LSK"
"2019-07-21","LSK",1359,8639,5881570,680.81606667,"196788869.6518970215533649395","0.12175309775126204","0.1789899788365324819566886672",0.1,"0.1470106158631",265.3,"390.0191638848043",25917,7.066765,"38100.741313239627",25917,"38100.741313239627",240.07080877,"160.0232015047087","0.0001388240703283851","1.470106158631","-70.58661623629395","-30.160487223011035","133860312.39754263",2179,2144,"557586.7931713401","819711.7786124966966134514031","260.07996442","382.34515743037335590902","1.17529","1.72780106717742799","557611.44371254","819748.01752492825680393274","0.04618321048617658","0.05385618791071732","0.06514599458143323","2019-07-21 00:00:01","2019-07-21 00","2019-07-21 00LSK"
