"symbol","model","eval_set","rmse","rsq","last_refreshed"
"ETH","lm","holdout",0.712257296685264,0.724036106970001,"2021-01-31 03:21:50"
"ETH","lm","test",1.15094059724209,0.627105360086962,"2021-01-31 03:21:50"
"ETH","nnet","holdout",2.0374438325712,0.00710764412087043,"2021-01-31 03:21:50"
"ETH","nnet","test",2.88147652693853,0.191187322534946,"2021-01-31 03:21:50"
"ETH","pcr","holdout",1.38963973351656,0.0138111549958581,"2021-01-31 03:21:50"
"ETH","pcr","test",1.1956820368933,0.335450751831321,"2021-01-31 03:21:50"
"ETH","rf","holdout",3.97672153456265,0.00130551062972011,"2021-01-31 03:21:50"
"ETH","rf","test",2.0476882894419,0.0674211585670478,"2021-01-31 03:21:50"
"ETH","xgb","holdout",5.50755959457095,0.0117238544740641,"2021-01-31 03:21:50"
"ETH","xgb","test",2.29049871949239,0.048424832322218,"2021-01-31 03:21:50"
"ETP","lm","holdout",1.75450646278994,0.71216952821893,"2021-01-31 03:21:50"
"ETP","lm","test",1.93735202269512,0.448292407417179,"2021-01-31 03:21:50"
"ETP","nnet","holdout",2.87550726476773,0.0184477252386905,"2021-01-31 03:21:50"
"ETP","nnet","test",3.11456025918884,0.0840015583932843,"2021-01-31 03:21:50"
"ETP","pcr","holdout",2.34254530821882,0.117707101625973,"2021-01-31 03:21:50"
"ETP","pcr","test",2.28361914408155,0.192268427778332,"2021-01-31 03:21:50"
"ETP","rf","holdout",3.39712933108525,0.572987131413338,"2021-01-31 03:21:50"
"ETP","rf","test",3.35018751221371,0.0663220925383397,"2021-01-31 03:21:50"
"ETP","xgb","holdout",4.56047172589062,0.0857322779448484,"2021-01-31 03:21:50"
"ETP","xgb","test",3.20565524455039,0.0486393555147514,"2021-01-31 03:21:50"
"EURS","lm","holdout",1.42735956960976,0.000287077036155233,"2021-01-31 03:21:50"
"EURS","lm","test",0.442536889130738,0.221734279160004,"2021-01-31 03:21:50"
"EURS","nnet","holdout",1.36022885398964,0.173432363979139,"2021-01-31 03:21:50"
"EURS","nnet","test",1.79509353135258,0.0953783762089764,"2021-01-31 03:21:50"
"EURS","pcr","holdout",1.00565071211221,0.226416926921602,"2021-01-31 03:21:50"
"EURS","pcr","test",0.428308148973032,0.0923515238125516,"2021-01-31 03:21:50"
"EURS","rf","holdout",1.19712653751889,0.0537602114346531,"2021-01-31 03:21:50"
"EURS","rf","test",0.513400925477896,0.0754428323136376,"2021-01-31 03:21:50"
"EURS","xgb","holdout",1.45032721212589,0.0105851321337457,"2021-01-31 03:21:50"
"EURS","xgb","test",0.793489675758952,0.0124785316184772,"2021-01-31 03:21:50"
"FTM","lm","holdout",5.10557399787874,0.744586797448335,"2021-01-31 03:21:50"
"FTM","lm","test",2.47904981903629,0.503157458575088,"2021-01-31 03:21:50"
"FTM","nnet","holdout",18.6871021471811,0.235679253626808,"2021-01-31 03:21:50"
"FTM","nnet","test",2.84968015465944,0.10358516472893,"2021-01-31 03:21:50"
"FTM","pcr","holdout",6.6349982653182,0.347946453737194,"2021-01-31 03:21:50"
"FTM","pcr","test",2.36099130544377,0.194594107392829,"2021-01-31 03:21:50"
"FTM","rf","holdout",7.44326773143178,0.104826552710056,"2021-01-31 03:21:50"
"FTM","rf","test",3.22113985746053,0.136818665637989,"2021-01-31 03:21:50"
"FTM","xgb","holdout",8.06231919743516,0.111554132100109,"2021-01-31 03:21:50"
"FTM","xgb","test",3.24496109797324,0.153435949507267,"2021-01-31 03:21:50"
"FUN","lm","holdout",13.8917050221175,0.0285439276361111,"2021-01-31 03:21:50"
"FUN","lm","test",7.94041295565217,0.132865646599716,"2021-01-31 03:21:50"
"FUN","nnet","holdout",15.8774718891867,0.0480188631470899,"2021-01-31 03:21:50"
"FUN","nnet","test",8.36858198725019,0.0242267240646557,"2021-01-31 03:21:50"
"FUN","pcr","holdout",8.29309829905194,0.316791196275406,"2021-01-31 03:21:50"
"FUN","pcr","test",7.35413825563298,0.085682173140427,"2021-01-31 03:21:50"
"FUN","rf","holdout",14.2796689447088,0.00929881889262791,"2021-01-31 03:21:50"
"FUN","rf","test",7.85463304257669,0.0233501637117712,"2021-01-31 03:21:50"
"FUN","xgb","holdout",21.3100157538746,0.0075803378002105,"2021-01-31 03:21:50"
"FUN","xgb","test",9.01421536003107,0.248533916126105,"2021-01-31 03:21:50"
"GOLDR","lm","holdout",3.49875892365154,0.913554453227173,"2021-01-31 03:21:50"
