"index","bitex","rank","name","symbol","price","performance15min","performance1h","performance3h","performance1d","performance7d","performance1m","performance3m","performance6m","volatility","date","pk_dummy","date_time","pkey"
33.44,52.45,2,"Ethereum","ETH",171.89,1.17,-0.62,-0.05,0.46,8.5,29.4,1.66,-1.59,35.67,2020-04-21,"2020-04-21 21","2020-04-21 15:00:53","2020-04-21 21ETH"
33.44,52.45,2,"Ethereum","ETH",171.89,1.17,-0.62,-0.05,0.46,8.5,29.4,1.66,-1.59,35.67,2020-04-21,"2020-04-21 21","2020-04-21 15:00:53","2020-04-21 21ETH"
33.7,52.6,2,"Ethereum","ETH",171.62,0.12,-0.15,0.02,0.31,8.33,29.2,1.5,-1.74,43.25,2020-04-21,"2020-04-21 22","2020-04-21 16:00:39","2020-04-21 22ETH"
32.06,54.36,2,"Ethereum","ETH",180.66,0.22,-0.47,-0.18,-0.14,13.59,31.88,8.39,4.78,64.06,2020-04-19,"2020-04-19 20","2020-04-19 14:00:44","2020-04-19 20ETH"
33.05,52.73,2,"Ethereum","ETH",171.71,0.33,0.57,-0.73,-0.74,8.38,29.26,1.55,-1.69,42.47,2020-04-21,"2020-04-21 23","2020-04-21 17:00:38","2020-04-21 23ETH"
33.05,52.73,2,"Ethereum","ETH",171.71,0.33,0.57,-0.73,-0.74,8.38,29.26,1.55,-1.69,42.47,2020-04-21,"2020-04-21 23","2020-04-21 17:00:38","2020-04-21 23ETH"
31.5,54.26,2,"Ethereum","ETH",181.84,0,0.53,0.19,0.93,14.34,32.74,9.1,5.46,62.97,2020-04-19,"2020-04-19 21","2020-04-19 15:00:40","2020-04-19 21ETH"
31.08,54.53,2,"Ethereum","ETH",182.3,-0.75,0.01,0.43,0.73,14.63,33.08,9.38,5.73,62.08,2020-04-19,"2020-04-19 22","2020-04-19 16:01:01","2020-04-19 22ETH"
32.55,52.16,2,"Ethereum","ETH",170.18,-0.61,-0.86,-0.98,-0.56,7.42,28.12,0.65,-2.57,41.9,2020-04-22,"2020-04-22 00","2020-04-21 18:00:48","2020-04-22 00ETH"
32.55,52.16,2,"Ethereum","ETH",170.18,-0.61,-0.86,-0.98,-0.56,7.42,28.12,0.65,-2.57,41.9,2020-04-22,"2020-04-22 00","2020-04-21 18:00:48","2020-04-22 00ETH"
30.59,54.8,2,"Ethereum","ETH",181.3,0.73,-0.62,0.24,-2.99,14,32.35,8.78,5.15,60.92,2020-04-19,"2020-04-19 23","2020-04-19 17:00:51","2020-04-19 23ETH"
32.08,52.19,2,"Ethereum","ETH",170.23,0.07,0.18,-0.29,-1.93,11.21,38.51,2.25,-0.85,41.34,2020-04-22,"2020-04-22 01","2020-04-21 19:00:40","2020-04-22 01ETH"
32.08,52.19,2,"Ethereum","ETH",170.23,0.07,0.18,-0.29,-1.93,11.21,38.51,2.25,-0.85,41.34,2020-04-22,"2020-04-22 01","2020-04-21 19:00:40","2020-04-22 01ETH"
30.1,54.25,2,"Ethereum","ETH",179.51,-0.31,-0.94,-1.52,-3.41,12.87,31.04,7.71,4.11,59.7,2020-04-20,"2020-04-20 00","2020-04-19 18:01:05","2020-04-20 00ETH"
31.73,52.41,2,"Ethereum","ETH",170.88,0.19,0.47,-0.45,-1.09,11.63,39.04,2.64,-0.47,42.17,2020-04-22,"2020-04-22 02","2020-04-21 20:00:48","2020-04-22 02ETH"
29.54,54.78,2,"Ethereum","ETH",181.45,0.6,1.07,-0.54,-1.92,15.79,36.99,9.14,3.44,58.4,2020-04-20,"2020-04-20 01","2020-04-19 19:00:40","2020-04-20 01ETH"
31.14,52.56,2,"Ethereum","ETH",170.63,-0.52,-0.1,0.42,-0.69,11.48,38.84,2.5,-0.61,41.48,2020-04-22,"2020-04-22 03","2020-04-21 21:00:56","2020-04-22 03ETH"
29.01,54.74,2,"Ethereum","ETH",181.12,0.11,-0.03,-0.05,-2.52,15.59,36.75,8.94,3.25,57.22,2020-04-20,"2020-04-20 02","2020-04-19 20:03:01","2020-04-20 02ETH"
28.55,54.99,2,"Ethereum","ETH",182.93,1.13,0.42,0.97,-1.61,16.74,38.11,10.03,4.29,56.08,2020-04-20,"2020-04-20 03","2020-04-19 21:00:56","2020-04-20 03ETH"
30.58,52.5,2,"Ethereum","ETH",171.57,0.41,0.33,0.88,-0.39,12.09,39.61,3.06,-0.07,40.87,2020-04-22,"2020-04-22 04","2020-04-21 22:00:43","2020-04-22 04ETH"
30.58,52.5,2,"Ethereum","ETH",171.57,0.41,0.33,0.88,-0.39,12.09,39.61,3.06,-0.07,40.87,2020-04-22,"2020-04-22 04","2020-04-21 22:00:43","2020-04-22 04ETH"
30.05,52.46,2,"Ethereum","ETH",171.9,-0.23,0.27,0.64,-0.23,12.3,39.87,3.26,0.12,39.93,2020-04-22,"2020-04-22 05","2020-04-21 23:01:47","2020-04-22 05ETH"
28.19,54.74,2,"Ethereum","ETH",183.09,0.2,0.51,1.06,-1.53,16.84,38.23,10.12,4.37,55.2,2020-04-20,"2020-04-20 04","2020-04-19 22:01:00","2020-04-20 04ETH"
29.49,52.75,2,"Ethereum","ETH",173.5,0.96,0.01,1.2,0.18,13.35,41.17,4.22,1.05,39.16,2020-04-22,"2020-04-22 06","2020-04-22 00:01:22","2020-04-22 06ETH"
29.49,52.75,2,"Ethereum","ETH",173.5,0.96,0.01,1.2,0.18,13.35,41.17,4.22,1.05,39.16,2020-04-22,"2020-04-22 06","2020-04-22 00:01:22","2020-04-22 06ETH"
28.13,54.94,2,"Ethereum","ETH",183.77,-0.66,0.06,1.5,-0.56,17.28,38.74,10.53,4.76,54.74,2020-04-20,"2020-04-20 05","2020-04-19 23:00:41","2020-04-20 05ETH"
28.93,52.87,2,"Ethereum","ETH",173.95,0.54,-0.08,1.38,0.51,13.64,41.54,4.49,1.32,38.08,2020-04-22,"2020-04-22 07","2020-04-22 01:01:20","2020-04-22 07ETH"
28.93,52.87,2,"Ethereum","ETH",173.95,0.54,-0.08,1.38,0.51,13.64,41.54,4.49,1.32,38.08,2020-04-22,"2020-04-22 07","2020-04-22 01:01:20","2020-04-22 07ETH"
27.69,54.88,2,"Ethereum","ETH",183.29,-0.02,-0.23,0.62,2.05,16.97,38.38,10.25,4.49,53.95,2020-04-20,"2020-04-20 06","2020-04-20 00:00:47","2020-04-20 06ETH"
28.23,52.93,2,"Ethereum","ETH",174.58,-0.17,0.28,1.75,0.87,14.06,42.06,4.87,1.69,37.2,2020-04-22,"2020-04-22 08","2020-04-22 02:01:00","2020-04-22 08ETH"
28.23,52.93,2,"Ethereum","ETH",174.58,-0.17,0.28,1.75,0.87,14.06,42.06,4.87,1.69,37.2,2020-04-22,"2020-04-22 08","2020-04-22 02:01:00","2020-04-22 08ETH"
27.42,54.71,2,"Ethereum","ETH",182.76,0.04,-0.43,-0.49,0.47,16.63,37.98,9.92,4.18,53.12,2020-04-20,"2020-04-20 07","2020-04-20 01:00:46","2020-04-20 07ETH"
29.83,52.89,2,"Ethereum","ETH",174.89,0.36,0.05,0.82,1.88,14.26,42.31,5.06,1.87,36.29,2020-04-22,"2020-04-22 09","2020-04-22 03:00:41","2020-04-22 09ETH"
29.83,52.89,2,"Ethereum","ETH",174.89,0.36,0.05,0.82,1.88,14.26,42.31,5.06,1.87,36.29,2020-04-22,"2020-04-22 09","2020-04-22 03:00:41","2020-04-22 09ETH"
27.17,54.67,2,"Ethereum","ETH",182.73,-0.12,0.03,-0.54,0.97,16.61,37.96,9.91,4.17,52.13,2020-04-20,"2020-04-20 08","2020-04-20 02:00:56","2020-04-20 08ETH"
29.34,52.76,2,"Ethereum","ETH",174.63,-0.08,-0.12,0.31,2.8,14.09,42.1,4.9,1.72,35.35,2020-04-22,"2020-04-22 10","2020-04-22 04:00:56","2020-04-22 10ETH"
26.69,54.39,2,"Ethereum","ETH",181.51,0.31,-0.57,-1.11,0.71,15.84,37.04,9.18,3.48,51.18,2020-04-20,"2020-04-20 09","2020-04-20 03:00:49","2020-04-20 09ETH"
28.74,52.77,2,"Ethereum","ETH",175.1,-0.2,-0.05,0.14,3.46,14.39,42.47,5.18,1.99,34.66,2020-04-22,"2020-04-22 11","2020-04-22 05:00:50","2020-04-22 11ETH"
28.74,52.77,2,"Ethereum","ETH",175.1,-0.2,-0.05,0.14,3.46,14.39,42.47,5.18,1.99,34.66,2020-04-22,"2020-04-22 11","2020-04-22 05:00:50","2020-04-22 11ETH"
26.15,54.33,2,"Ethereum","ETH",181.2,0.25,-0.06,-0.8,-0.16,15.64,36.81,8.99,3.3,50.16,2020-04-20,"2020-04-20 10","2020-04-20 04:00:43","2020-04-20 10ETH"
28.27,52.81,2,"Ethereum","ETH",176.07,0.32,0.43,0.7,4.03,15.03,43.26,5.76,2.55,34.04,2020-04-22,"2020-04-22 12","2020-04-22 06:00:57","2020-04-22 12ETH"
28.27,52.81,2,"Ethereum","ETH",176.07,0.32,0.43,0.7,4.03,15.03,43.26,5.76,2.55,34.04,2020-04-22,"2020-04-22 12","2020-04-22 06:00:57","2020-04-22 12ETH"
25.58,54.04,2,"Ethereum","ETH",179.76,0.32,-0.69,-1.53,-1.18,14.72,35.71,8.12,2.47,48.96,2020-04-20,"2020-04-20 11","2020-04-20 05:01:02","2020-04-20 11ETH"
27.64,52.92,2,"Ethereum","ETH",174.95,0.04,-0.67,0.32,3.03,14.29,42.35,5.09,1.9,33.31,2020-04-22,"2020-04-22 13","2020-04-22 07:00:59","2020-04-22 13ETH"
27.64,52.92,2,"Ethereum","ETH",174.95,0.04,-0.67,0.32,3.03,14.29,42.35,5.09,1.9,33.31,2020-04-22,"2020-04-22 13","2020-04-22 07:00:59","2020-04-22 13ETH"
37.91,53.05,2,"Ethereum","ETH",174.79,-2.01,-0.29,-3.43,-3.93,11.55,31.97,5.13,-0.36,47.81,2020-04-20,"2020-04-20 12","2020-04-20 06:01:01","2020-04-20 12ETH"
27.66,53.53,2,"Ethereum","ETH",179.97,0.22,3,2.66,5.49,17.58,46.44,8.11,4.82,36.39,2020-04-22,"2020-04-22 14","2020-04-22 08:00:45","2020-04-22 14ETH"
37.7,53.66,2,"Ethereum","ETH",179.1,0.83,0.35,-0.4,-0.09,14.3,35.22,7.73,2.1,46.63,2020-04-20,"2020-04-20 13","2020-04-20 07:01:30","2020-04-20 13ETH"
27.66,53.53,2,"Ethereum","ETH",179.97,0.22,3,2.66,5.49,17.58,46.44,8.11,4.82,36.39,2020-04-22,"2020-04-22 14","2020-04-22 08:00:45","2020-04-22 14ETH"
37.08,53.45,2,"Ethereum","ETH",178.52,0.13,-0.17,-0.72,-0.42,13.93,34.78,7.37,1.77,45.72,2020-04-20,"2020-04-20 14","2020-04-20 08:00:35","2020-04-20 14ETH"
27.9,53.93,2,"Ethereum","ETH",181.6,0.25,1.14,3.11,6.31,18.64,47.77,9.09,5.78,39.49,2020-04-22,"2020-04-22 15","2020-04-22 09:01:21","2020-04-22 15ETH"
27.9,53.93,2,"Ethereum","ETH",181.6,0.25,1.14,3.11,6.31,18.64,47.77,9.09,5.78,39.49,2020-04-22,"2020-04-22 15","2020-04-22 09:01:21","2020-04-22 15ETH"
28.11,54.06,2,"Ethereum","ETH",182.24,0.5,-0.08,1.49,7.14,19.06,48.28,9.47,6.14,41.96,2020-04-22,"2020-04-22 16","2020-04-22 10:00:52","2020-04-22 16ETH"
28.11,54.06,2,"Ethereum","ETH",182.24,0.5,-0.08,1.49,7.14,19.06,48.28,9.47,6.14,41.96,2020-04-22,"2020-04-22 16","2020-04-22 10:00:52","2020-04-22 16ETH"
36.36,53.72,2,"Ethereum","ETH",179.44,0.39,0.48,2.26,0.51,14.52,35.48,7.93,2.3,44.47,2020-04-20,"2020-04-20 15","2020-04-20 09:00:41","2020-04-20 15ETH"
29.71,54.06,2,"Ethereum","ETH",180.94,-0.81,-0.84,0.77,6.38,18.21,47.23,8.69,5.39,46.02,2020-04-22,"2020-04-22 17","2020-04-22 11:01:01","2020-04-22 17ETH"
29.71,54.06,2,"Ethereum","ETH",180.94,-0.81,-0.84,0.77,6.38,18.21,47.23,8.69,5.39,46.02,2020-04-22,"2020-04-22 17","2020-04-22 11:01:01","2020-04-22 17ETH"
35.77,53.68,2,"Ethereum","ETH",178.92,-0.19,-0.23,0.06,0.12,14.18,35.08,7.62,2,43.47,2020-04-20,"2020-04-20 16","2020-04-20 10:00:41","2020-04-20 16ETH"
29.44,53.58,2,"Ethereum","ETH",180.24,-0.69,-0.37,-0.5,4.81,17.75,46.66,8.27,4.98,45.65,2020-04-22,"2020-04-22 18","2020-04-22 12:00:36","2020-04-22 18ETH"
29.44,53.58,2,"Ethereum","ETH",180.24,-0.69,-0.37,-0.5,4.81,17.75,46.66,8.27,4.98,45.65,2020-04-22,"2020-04-22 18","2020-04-22 12:00:36","2020-04-22 18ETH"
34.93,53.42,2,"Ethereum","ETH",175.5,-0.92,-0.72,-2.14,-3.3,12,32.5,5.56,0.05,42.13,2020-04-20,"2020-04-20 17","2020-04-20 11:13:14","2020-04-20 17ETH"
30.04,53.94,2,"Ethereum","ETH",181.23,-0.13,0.04,0.17,4.78,18.4,47.47,8.86,5.56,45.24,2020-04-22,"2020-04-22 19","2020-04-22 13:00:40","2020-04-22 19ETH"
30.04,53.94,2,"Ethereum","ETH",181.23,-0.13,0.04,0.17,4.78,18.4,47.47,8.86,5.56,45.24,2020-04-22,"2020-04-22 19","2020-04-22 13:00:40","2020-04-22 19ETH"
34.73,52.55,2,"Ethereum","ETH",173.07,-0.76,-0.31,-3.49,-4.65,10.45,30.67,4.1,-1.34,41.55,2020-04-20,"2020-04-20 18","2020-04-20 12:00:39","2020-04-20 18ETH"
29.99,54.02,2,"Ethereum","ETH",181.66,-0.05,0.18,0.41,5.02,18.68,47.81,9.12,5.81,44.87,2020-04-22,"2020-04-22 20","2020-04-22 14:00:43","2020-04-22 20ETH"
29.99,54.02,2,"Ethereum","ETH",181.66,-0.05,0.18,0.41,5.02,18.68,47.81,9.12,5.81,44.87,2020-04-22,"2020-04-22 20","2020-04-22 14:00:43","2020-04-22 20ETH"
34.77,52.5,2,"Ethereum","ETH",173.93,-0.43,0.25,-2.81,-4.18,11,31.31,4.61,-0.85,40.71,2020-04-20,"2020-04-20 19","2020-04-20 13:00:53","2020-04-20 19ETH"
29.63,53.93,2,"Ethereum","ETH",181.77,-0.08,-0.16,0.92,5.75,18.75,47.9,9.18,5.87,44.54,2020-04-22,"2020-04-22 21","2020-04-22 15:00:42","2020-04-22 21ETH"
40.04,51.75,2,"Ethereum","ETH",167.25,-0.89,-3.88,-5.39,-7.53,6.73,26.27,0.6,-4.66,43.53,2020-04-20,"2020-04-20 20","2020-04-20 14:00:51","2020-04-20 20ETH"
30.23,53.8,2,"Ethereum","ETH",180.31,-0.23,-0.98,-0.56,5.62,17.8,46.72,8.31,5.02,43.83,2020-04-22,"2020-04-22 22","2020-04-22 16:00:47","2020-04-22 22ETH"
30.23,53.8,2,"Ethereum","ETH",180.31,-0.23,-0.98,-0.56,5.62,17.8,46.72,8.31,5.02,43.83,2020-04-22,"2020-04-22 22","2020-04-22 16:00:47","2020-04-22 22ETH"
42.76,52.12,2,"Ethereum","ETH",171.43,0.32,2.11,-1.19,-5.95,9.4,29.43,3.11,-2.27,50.53,2020-04-20,"2020-04-20 21","2020-04-20 15:00:47","2020-04-20 21ETH"
29.9,53.96,2,"Ethereum","ETH",181.17,0.2,0.6,-0.49,5.55,18.36,47.42,8.83,5.52,43.19,2020-04-22,"2020-04-22 23","2020-04-22 17:01:00","2020-04-22 23ETH"
29.9,53.96,2,"Ethereum","ETH",181.17,0.2,0.6,-0.49,5.55,18.36,47.42,8.83,5.52,43.19,2020-04-22,"2020-04-22 23","2020-04-22 17:01:00","2020-04-22 23ETH"
30.11,54.24,2,"Ethereum","ETH",181.48,0.21,0.09,-0.34,6.8,18.56,47.67,9.01,5.7,42.69,2020-04-23,"2020-04-23 00","2020-04-22 18:00:45","2020-04-23 00ETH"
30.11,54.24,2,"Ethereum","ETH",181.48,0.21,0.09,-0.34,6.8,18.56,47.67,9.01,5.7,42.69,2020-04-23,"2020-04-23 00","2020-04-22 18:00:45","2020-04-23 00ETH"
45.46,52.42,2,"Ethereum","ETH",173.11,0.18,0.05,1.17,-3.57,10.47,30.69,4.12,-1.32,48.73,2020-04-20,"2020-04-20 23","2020-04-20 17:01:20","2020-04-20 23ETH"
29.86,54.13,2,"Ethereum","ETH",181.56,-0.44,-0.06,0.81,6.75,6.02,33.44,11.51,11.82,42.32,2020-04-23,"2020-04-23 01","2020-04-22 19:00:42","2020-04-23 01ETH"
29.86,54.13,2,"Ethereum","ETH",181.56,-0.44,-0.06,0.81,6.75,6.02,33.44,11.51,11.82,42.32,2020-04-23,"2020-04-23 01","2020-04-22 19:00:42","2020-04-23 01ETH"
44.82,52.09,2,"Ethereum","ETH",170.75,-0.81,-1.29,-0.21,-4.88,8.97,28.92,2.7,-2.66,48.01,2020-04-21,"2020-04-21 00","2020-04-20 18:01:01","2020-04-21 00ETH"
32.32,54.71,2,"Ethereum","ETH",185.84,0.59,0.06,2.3,8.67,8.53,36.59,14.14,14.46,49.49,2020-04-23,"2020-04-23 02","2020-04-22 20:00:54","2020-04-23 02ETH"
44.07,52.56,2,"Ethereum","ETH",173.41,0,1.32,1.36,-4.28,9.46,30.55,2.56,-0.72,47.05,2020-04-21,"2020-04-21 01","2020-04-20 19:01:01","2020-04-21 01ETH"
33.22,54.43,2,"Ethereum","ETH",183.48,-0.56,-1.16,1,7.29,7.14,34.85,12.69,13.01,51.87,2020-04-23,"2020-04-23 03","2020-04-22 21:01:04","2020-04-23 03ETH"
43.32,52.46,2,"Ethereum","ETH",173.11,0,-0.27,0.07,-4.39,9.27,30.32,2.38,-0.89,45.99,2020-04-21,"2020-04-21 02","2020-04-20 20:01:07","2020-04-21 02ETH"
33.22,54.43,2,"Ethereum","ETH",183.48,-0.56,-1.16,1,7.29,7.14,34.85,12.69,13.01,51.87,2020-04-23,"2020-04-23 03","2020-04-22 21:01:04","2020-04-23 03ETH"
32.86,54.31,2,"Ethereum","ETH",182.15,-0.88,-0.8,-0.03,6.25,6.37,33.88,11.88,12.19,51.36,2020-04-23,"2020-04-23 04","2020-04-22 22:00:58","2020-04-23 04ETH"
42.61,52.28,2,"Ethereum","ETH",171.94,-0.09,-0.05,-0.94,-6.38,8.53,29.44,1.69,-1.56,45.2,2020-04-21,"2020-04-21 03","2020-04-20 21:00:53","2020-04-21 03ETH"
32.43,54.27,2,"Ethereum","ETH",182.45,0.03,-0.07,-1.71,6.33,6.54,34.09,12.06,12.37,50.55,2020-04-23,"2020-04-23 05","2020-04-22 23:00:58","2020-04-23 05ETH"
42.22,52.34,2,"Ethereum","ETH",171.95,-0.18,0.07,-0.94,-6.37,8.54,29.44,1.69,-1.56,44.34,2020-04-21,"2020-04-21 04","2020-04-20 22:00:37","2020-04-21 04ETH"
32.26,54.12,2,"Ethereum","ETH",179.58,-1.36,-1.59,-2.2,3.52,4.87,31.98,10.3,10.61,49.84,2020-04-23,"2020-04-23 06","2020-04-23 00:00:55","2020-04-23 06ETH"
32.26,54.12,2,"Ethereum","ETH",179.58,-1.36,-1.59,-2.2,3.52,4.87,31.98,10.3,10.61,49.84,2020-04-23,"2020-04-23 06","2020-04-23 00:00:55","2020-04-23 06ETH"
41.74,52.36,2,"Ethereum","ETH",172.31,0.32,0.03,-0.26,-6.21,8.76,29.72,1.91,-1.35,43.6,2020-04-21,"2020-04-21 05","2020-04-20 23:02:05","2020-04-21 05ETH"
31.62,53.64,2,"Ethereum","ETH",178.45,-0.58,-1.49,-2.26,2.5,4.21,31.15,9.6,9.91,48.8,2020-04-23,"2020-04-23 07","2020-04-23 01:01:00","2020-04-23 07ETH"
31.62,53.64,2,"Ethereum","ETH",178.45,-0.58,-1.49,-2.26,2.5,4.21,31.15,9.6,9.91,48.8,2020-04-23,"2020-04-23 07","2020-04-23 01:01:00","2020-04-23 07ETH"
41.11,52.62,2,"Ethereum","ETH",174.16,0.47,1.09,1.36,-5.11,9.93,31.11,3.01,-0.29,42.8,2020-04-21,"2020-04-21 06","2020-04-21 00:01:16","2020-04-21 06ETH"
31.13,53.63,2,"Ethereum","ETH",179.19,0.04,0.32,-1.8,2.51,4.64,31.7,10.05,10.36,47.67,2020-04-23,"2020-04-23 08","2020-04-23 02:01:13","2020-04-23 08ETH"
31.13,53.63,2,"Ethereum","ETH",179.19,0.04,0.32,-1.8,2.51,4.64,31.7,10.05,10.36,47.67,2020-04-23,"2020-04-23 08","2020-04-23 02:01:13","2020-04-23 08ETH"
40.39,52.48,2,"Ethereum","ETH",173.01,-0.08,-0.47,0.44,-5.29,9.21,30.25,2.32,-0.95,41.89,2020-04-21,"2020-04-21 07","2020-04-21 01:01:12","2020-04-21 07ETH"
39.85,52.5,2,"Ethereum","ETH",173.36,0.04,0.1,0.62,-5.03,9.43,30.51,2.53,-0.75,41.03,2020-04-21,"2020-04-21 08","2020-04-21 02:00:56","2020-04-21 08ETH"
30.58,53.85,2,"Ethereum","ETH",179.33,-0.75,-0.27,-1,2.56,4.72,31.8,10.14,10.45,46.69,2020-04-23,"2020-04-23 09","2020-04-23 03:00:48","2020-04-23 09ETH"
30.58,53.85,2,"Ethereum","ETH",179.33,-0.75,-0.27,-1,2.56,4.72,31.8,10.14,10.45,46.69,2020-04-23,"2020-04-23 09","2020-04-23 03:00:48","2020-04-23 09ETH"
30.11,53.6,2,"Ethereum","ETH",179.65,-0.26,-0.41,0.57,3.02,4.91,32.03,10.34,10.65,45.79,2020-04-23,"2020-04-23 10","2020-04-23 04:00:36","2020-04-23 10ETH"
39.23,52.33,2,"Ethereum","ETH",171.75,0.13,-0.76,-1.19,-5.27,8.41,29.3,1.58,-1.67,40.43,2020-04-21,"2020-04-21 09","2020-04-21 03:00:40","2020-04-21 09ETH"
38.74,51.95,2,"Ethereum","ETH",169.95,0.53,-1,-1.87,-6.11,7.27,27.94,0.51,-2.7,40.07,2020-04-21,"2020-04-21 10","2020-04-21 04:01:31","2020-04-21 10ETH"
30.86,53.69,2,"Ethereum","ETH",179.49,-0.15,-0.04,-0.18,2.38,4.81,31.91,10.24,10.55,44.9,2020-04-23,"2020-04-23 11","2020-04-23 05:00:48","2020-04-23 11ETH"
30.86,53.69,2,"Ethereum","ETH",179.49,-0.15,-0.04,-0.18,2.38,4.81,31.91,10.24,10.55,44.9,2020-04-23,"2020-04-23 11","2020-04-23 05:00:48","2020-04-23 11ETH"
30.67,54.02,2,"Ethereum","ETH",180.84,0.57,0.81,0.25,2.68,5.61,32.91,11.07,11.38,44.01,2020-04-23,"2020-04-23 12","2020-04-23 06:00:50","2020-04-23 12ETH"
38.54,52.07,2,"Ethereum","ETH",169.74,0.02,-0.08,-1.93,-5.61,7.14,27.78,0.39,-2.82,40.68,2020-04-21,"2020-04-21 11","2020-04-21 05:00:58","2020-04-21 11ETH"
38.14,51.91,2,"Ethereum","ETH",169.13,-0.2,-0.4,-1.47,-3.61,6.76,27.33,0.03,-3.17,40.48,2020-04-21,"2020-04-21 12","2020-04-21 06:00:35","2020-04-21 12ETH"
30.41,54.42,2,"Ethereum","ETH",183.67,0.08,0.99,2.29,5.12,7.26,34.99,12.81,13.13,43.55,2020-04-23,"2020-04-23 13","2020-04-23 07:01:22","2020-04-23 13ETH"
30.41,54.42,2,"Ethereum","ETH",183.67,0.08,0.99,2.29,5.12,7.26,34.99,12.81,13.13,43.55,2020-04-23,"2020-04-23 13","2020-04-23 07:01:22","2020-04-23 13ETH"
37.79,52.01,2,"Ethereum","ETH",169.75,0.01,0.3,-0.08,-5.07,7.15,27.79,0.39,-2.82,40.11,2020-04-21,"2020-04-21 13","2020-04-21 07:01:53","2020-04-21 13ETH"
35.1,55.08,2,"Ethereum","ETH",184.41,-0.09,0.84,2.8,2.71,7.69,35.53,13.26,13.58,43.11,2020-04-23,"2020-04-23 14","2020-04-23 08:01:25","2020-04-23 14ETH"
37.34,52.15,2,"Ethereum","ETH",170.6,0.84,0.47,0.46,-4.47,7.69,28.43,0.9,-2.33,39.76,2020-04-21,"2020-04-21 14","2020-04-21 08:00:47","2020-04-21 14ETH"
62.57,56.64,2,"Ethereum","ETH",188.06,0.39,2.1,3.4,3.81,9.82,38.21,15.5,15.83,53.39,2020-04-23,"2020-04-23 15","2020-04-23 09:01:33","2020-04-23 15ETH"
62.57,56.64,2,"Ethereum","ETH",188.06,0.39,2.1,3.4,3.81,9.82,38.21,15.5,15.83,53.39,2020-04-23,"2020-04-23 15","2020-04-23 09:01:33","2020-04-23 15ETH"
36.89,52.18,2,"Ethereum","ETH",170.51,-1.28,-0.05,0.75,-4.92,7.63,28.36,0.84,-2.38,39.3,2020-04-21,"2020-04-21 15","2020-04-21 09:00:59","2020-04-21 15ETH"
62.14,56.58,2,"Ethereum","ETH",187.71,0.68,0.51,2.64,2.87,9.61,37.96,15.29,15.61,52.86,2020-04-23,"2020-04-23 16","2020-04-23 10:01:02","2020-04-23 16ETH"
62.14,56.58,2,"Ethereum","ETH",187.71,0.68,0.51,2.64,2.87,9.61,37.96,15.29,15.61,52.86,2020-04-23,"2020-04-23 16","2020-04-23 10:01:02","2020-04-23 16ETH"
36.43,51.95,2,"Ethereum","ETH",169.82,0.29,-0.58,0.01,-5.11,7.19,27.84,0.44,-2.77,38.84,2020-04-21,"2020-04-21 16","2020-04-21 10:00:48","2020-04-21 16ETH"
62.45,56.52,2,"Ethereum","ETH",186.86,0.42,0.01,1.44,3.28,9.12,37.33,14.76,15.09,58.31,2020-04-23,"2020-04-23 17","2020-04-23 11:00:56","2020-04-23 17ETH"
62.45,56.52,2,"Ethereum","ETH",186.86,0.42,0.01,1.44,3.28,9.12,37.33,14.76,15.09,58.31,2020-04-23,"2020-04-23 17","2020-04-23 11:00:56","2020-04-23 17ETH"
35.88,52.23,2,"Ethereum","ETH",170.29,0.09,0.42,-0.18,-3.66,7.49,28.2,0.72,-2.5,38.47,2020-04-21,"2020-04-21 17","2020-04-21 11:00:44","2020-04-21 17ETH"
61.73,56.48,2,"Ethereum","ETH",188.48,0.28,1.14,0.92,4.65,10.07,38.53,15.76,16.09,57.47,2020-04-23,"2020-04-23 18","2020-04-23 12:01:58","2020-04-23 18ETH"
35.25,52.6,2,"Ethereum","ETH",171.94,0.35,1.09,0.66,-0.89,8.53,29.44,1.69,-1.56,37.87,2020-04-21,"2020-04-21 18","2020-04-21 12:01:17","2020-04-21 18ETH"
61.16,56.56,2,"Ethereum","ETH",187.43,0.11,-0.06,0.31,3.37,9.45,37.75,15.12,15.44,56.77,2020-04-23,"2020-04-23 19","2020-04-23 13:01:47","2020-04-23 19ETH"
61.16,56.56,2,"Ethereum","ETH",187.43,0.11,-0.06,0.31,3.37,9.45,37.75,15.12,15.44,56.77,2020-04-23,"2020-04-23 19","2020-04-23 13:01:47","2020-04-23 19ETH"
34.55,52.33,2,"Ethereum","ETH",171.84,-0.07,-0.08,1.33,-1.24,8.47,29.36,1.63,-1.62,37.17,2020-04-21,"2020-04-21 19","2020-04-21 13:01:19","2020-04-21 19ETH"
60.59,56.37,2,"Ethereum","ETH",186.52,-0.4,-0.27,0.08,2.45,8.92,37.08,14.56,14.88,56.08,2020-04-23,"2020-04-23 20","2020-04-23 14:01:25","2020-04-23 20ETH"
33.86,52.48,2,"Ethereum","ETH",172.95,0.02,0.8,1.69,3.02,9.17,30.2,2.29,-0.98,36.34,2020-04-21,"2020-04-21 20","2020-04-21 14:00:51","2020-04-21 20ETH"
61.18,56.5,2,"Ethereum","ETH",187.47,-0.16,0.62,-0.03,2.95,9.48,37.78,15.14,15.47,55.09,2020-04-23,"2020-04-23 21","2020-04-23 15:00:49","2020-04-23 21ETH"
