"pair","symbol","quote_currency","ask_1_price","ask_1_quantity","ask_2_price","ask_2_quantity","ask_3_price","ask_3_quantity","ask_4_price","ask_4_quantity","ask_5_price","ask_5_quantity","bid_1_price","bid_1_quantity","bid_2_price","bid_2_quantity","bid_3_price","bid_3_quantity","bid_4_price","bid_4_quantity","bid_5_price","bid_5_quantity","date_time_utc","date","pkDummy","pkey"
"XTZUSD","XTZ","USD","3.180802","9.1","3.181762","37.6","3.186696","387.4","3.200703","380.0","3.203810","380.0","3.165000","0.1","3.135474","37.6","3.129360","26.6","3.121299","387.5","3.119390","6.5","2020-09-01 13:00:04","2020-09-01","2020-09-01 13","2020-09-01 13XTZ"
"EOSUSD","EOS","USD","3.32540","1.10","3.32542","34.57","3.32546","279.89","3.32547","322.46","3.32590","702.23","3.32420","27.46","3.32419","140.00","3.32389","175.00","3.32177","88.20","3.32171","451.30","2020-09-01 13:00:10","2020-09-01","2020-09-01 13","2020-09-01 13EOS"
"BCHUSD","BCH","USD","280.865","4.2393","280.887","0.3600","280.900","1.6957","280.946","3.0000","280.976","0.6200","280.847","0.3600","280.780","0.6200","280.657","0.8800","280.607","1.7559","280.606","5.3410","2020-09-01 13:00:14","2020-09-01","2020-09-01 13","2020-09-01 13BCH"
"BNBUSD","BNB","USD","23.10102","1.36","23.10103","14.76","23.10104","5.98","23.10748","32.00","23.11812","130.00","23.04767","5.98","23.02804","32.00","23.02544","130.00","23.02428","264.07","23.01464","190.00","2020-09-01 13:00:25","2020-09-01","2020-09-01 13","2020-09-01 13BNB"
"NEOUSD","NEO","USD","20.86285","31.09","20.86639","0.56","20.86659","24.00","20.87292","69.33","20.87533","114.12","20.84151","8.05","20.84150","14.99","20.84149","57.03","20.84007","24.00","20.83689","67.87","2020-09-01 13:00:33","2020-09-01","2020-09-01 13","2020-09-01 13NEO"
"LEOUSD","LEO","USD","1.284388","54.9","1.284391","0.1","1.284396","45.9","1.284397","4000.0","1.284398","137.9","0.621609","30.3","0.621608","4.8","0.620050","0.1","0.365494","1.0","0.320128","239.3","2020-09-01 13:00:51","2020-09-01","2020-09-01 13","2020-09-01 13LEO"
"LINKUSD","LINK","USD","15.96317","1.50","15.98449","7.50","16.01577","364.57","16.02148","439.62","16.03258","989.94","15.77396","1.26","15.77395","7.50","15.76910","110.00","15.74798","364.57","15.74050","0.81","2020-09-01 13:01:21","2020-09-01","2020-09-01 13","2020-09-01 13LINK"
"LTCUSD","LTC","USD","62.6030","60.000","62.6094","3.750","62.6198","22.500","62.6199","1.090","62.6201","38.017","62.5994","3.750","62.5835","60.000","62.5658","22.500","62.5657","3.300","62.5640","1.000","2020-09-01 13:02:36","2020-09-01","2020-09-01 13","2020-09-01 13LTC"
"XMRUSD","XMR","USD","95.5419","1.800","95.5487","16.261","95.5651","0.750","95.5652","7.500","95.5692","0.604","95.5101","1.800","95.5100","0.125","95.4920","4.929","95.4841","14.881","95.4840","7.500","2020-09-01 13:03:10","2020-09-01","2020-09-01 13","2020-09-01 13XMR"
"BTCUSD","BTC","USD","11891.51","0.09300","11891.53","0.20000","11891.54","0.10000","11891.56","0.05467","11891.58","0.30935","11891.25","0.10000","11891.10","0.09300","11889.93","0.06075","11889.92","0.11945","11889.79","0.45600","2020-09-01 13:04:22","2020-09-01","2020-09-01 13","2020-09-01 13BTC"
"XRPUSDT","XRP","USD","0.289749","1860.0","0.289753","10000.0","0.289757","104289.8","0.289778","10000.0","0.289796","1211.2","0.289708","1668.7","0.289674","1843.4","0.289653","1668.7","0.289640","21.7","0.289628","4100.0","2020-09-01 13:04:59","2020-09-01","2020-09-01 13","2020-09-01 13XRP"
"XTZUSD","XTZ","USD","3.149028","37.8","3.166924","389.6","3.171335","2567.0","3.174297","380.0","3.176872","380.0","3.133014","26.7","3.121988","6.5","3.113400","3.7","3.108778","37.8","3.100000","0.6","2020-09-01 14:00:04","2020-09-01","2020-09-01 14","2020-09-01 14XTZ"
"EOSUSD","EOS","USD","3.31137","1.10","3.31138","34.57","3.31149","108.40","3.31150","140.00","3.31163","175.00","3.31017","200.00","3.30989","537.55","3.30980","716.75","3.30979","231.09","3.30970","140.00","2020-09-01 14:00:10","2020-09-01","2020-09-01 14","2020-09-01 14EOS"
"BCHUSD","BCH","USD","279.466","0.3600","279.598","0.6200","279.687","3.0000","279.688","2.7000","279.703","0.8800","279.452","0.3600","279.451","4.6865","279.446","1.0650","279.425","1.9055","279.421","8.4882","2020-09-01 14:00:14","2020-09-01","2020-09-01 14","2020-09-01 14BCH"
"BNBUSD","BNB","USD","23.39634","5.89","23.41459","0.42","23.41865","259.99","23.42701","32.00","23.42948","130.00","23.35304","101.57","23.35303","32.00","23.34399","130.00","23.33407","5.89","23.33324","190.00","2020-09-01 14:00:24","2020-09-01","2020-09-01 14","2020-09-01 14BNB"
"NEOUSD","NEO","USD","20.98004","0.11","20.99914","14.99","20.99915","24.00","21.00171","61.10","21.00498","71.45","20.98000","17.00","20.97500","0.57","20.97266","8.05","20.97265","8.05","20.97264","14.99","2020-09-01 14:00:32","2020-09-01","2020-09-01 14","2020-09-01 14NEO"
"LEOUSD","LEO","USD","1.284380","54.9","1.284383","0.1","1.284396","183.8","1.284397","6000.0","1.284400","29.4","0.624766","30.1","0.624765","4.8","0.624746","40.0","0.620050","0.1","0.365494","1.0","2020-09-01 14:00:49","2020-09-01","2020-09-01 14","2020-09-01 14LEO"
"LINKUSD","LINK","USD","15.88512","7.49","15.89127","364.14","15.89943","439.09","15.90270","988.77","15.95257","330.00","15.76326","7.49","15.74050","0.81","15.73830","0.21","15.72708","364.13","15.72649","110.00","2020-09-01 14:01:19","2020-09-01","2020-09-01 14","2020-09-01 14LINK"
"LTCUSD","LTC","USD","61.7822","3.750","61.7895","9.405","61.7933","60.000","61.7963","51.500","61.8001","60.000","61.7159","22.500","61.7158","3.300","61.7127","8.335","61.7000","0.005","61.6927","0.053","2020-09-01 14:02:33","2020-09-01","2020-09-01 14","2020-09-01 14LTC"
"XMRUSD","XMR","USD","95.9943","1.800","96.0000","251.788","96.0114","6.286","96.0180","6.286","96.2393","24.611","95.9935","3.967","95.9932","4.920","95.9654","1.800","95.9066","38.000","95.8890","19.000","2020-09-01 14:03:07","2020-09-01","2020-09-01 14","2020-09-01 14XMR"
"BTCUSD","BTC","USD","11806.74","0.07517","11806.75","0.01440","11806.76","0.18504","11806.77","0.05115","11806.80","2.00000","11803.93","2.00000","11803.34","0.00191","11802.93","0.00143","11801.22","0.10000","11801.21","0.22552","2020-09-01 14:04:19","2020-09-01","2020-09-01 14","2020-09-01 14BTC"
"XRPUSDT","XRP","USD","0.287710","1860.0","0.287757","10000.0","0.287771","8220.2","0.287772","10000.0","0.287790","4110.9","0.287579","15.0","0.287578","410.9","0.287562","10000.0","0.287559","1860.0","0.287551","6138.3","2020-09-01 14:04:56","2020-09-01","2020-09-01 14","2020-09-01 14XRP"
"XTZUSD","XTZ","USD","3.162987","37.6","3.171310","350.6","3.172348","2550.0","3.179008","387.9","3.186685","58.3","3.160000","2.0","3.153509","21.6","3.140174","9.2","3.140173","58.6","3.132451","37.7","2020-09-01 15:00:04","2020-09-01","2020-09-01 15","2020-09-01 15XTZ"
"EOSUSD","EOS","USD","3.32888","34.57","3.32889","600.00","3.32905","714.72","3.32907","600.00","3.32914","140.00","3.32776","450.57","3.32736","140.00","3.32734","175.00","3.32702","200.00","3.32667","1085.00","2020-09-01 15:00:10","2020-09-01","2020-09-01 15","2020-09-01 15EOS"
"BCHUSD","BCH","USD","280.530","0.3600","280.647","18.0000","280.653","0.6200","280.684","8.4620","280.770","4.2401","280.495","0.3600","280.385","0.6200","280.335","3.0000","280.331","4.2390","280.329","1.6956","2020-09-01 15:00:14","2020-09-01","2020-09-01 15","2020-09-01 15BCH"
"BNBUSD","BNB","USD","23.74133","5.81","23.76188","256.92","23.77883","557.85","23.77983","200.00","23.78046","100.00","23.73309","40.80","23.72486","0.07","23.70293","32.00","23.70200","50.89","23.69034","130.00","2020-09-01 15:00:25","2020-09-01","2020-09-01 15","2020-09-01 15BNB"
"NEOUSD","NEO","USD","21.11732","5.63","21.12286","112.74","21.12287","22.55","21.12315","67.08","21.12560","24.00","21.09388","41.47","21.09387","8.05","21.09386","8.05","21.09385","14.99","21.09384","24.00","2020-09-01 15:00:33","2020-09-01","2020-09-01 15","2020-09-01 15NEO"
"LEOUSD","LEO","USD","1.284368","54.9","1.284371","0.1","1.284393","4000.0","1.284394","137.9","1.284396","45.9","0.627817","33.7","0.627816","4.9","0.627805","39.8","0.620050","0.1","0.365494","1.0","2020-09-01 15:00:50","2020-09-01","2020-09-01 15","2020-09-01 15LEO"
"LINKUSD","LINK","USD","15.97394","7.48","15.97479","363.65","15.97866","438.51","16.01014","330.00","16.01015","987.44","15.83952","7.48","15.82885","110.00","15.82399","363.60","15.82195","2.31","15.82146","438.46","2020-09-01 15:01:22","2020-09-01","2020-09-01 15","2020-09-01 15LINK"
"LTCUSD","LTC","USD","62.6097","60.000","62.6433","22.500","62.6434","1.090","62.6436","10.000","62.6467","38.049","62.5967","3.750","62.5775","5.500","62.5771","60.000","62.5579","22.500","62.5578","8.335","2020-09-01 15:02:37","2020-09-01","2020-09-01 15","2020-09-01 15LTC"
"XMRUSD","XMR","USD","96.7678","1.800","96.7899","0.124","96.8052","7.500","96.8364","4.926","96.8691","0.500","96.7283","1.800","96.7196","0.750","96.7161","0.731","96.7121","24.623","96.6792","7.500","2020-09-01 15:03:10","2020-09-01","2020-09-01 15","2020-09-01 15XMR"
"BTCUSD","BTC","USD","11913.25","0.09300","11913.96","0.20000","11915.11","0.10000","11915.12","0.45600","11915.79","0.09703","11912.73","0.25149","11912.68","0.20000","11912.63","0.09703","11912.62","2.00000","11912.60","0.07710","2020-09-01 15:04:20","2020-09-01","2020-09-01 15","2020-09-01 15BTC"
"XRPUSDT","XRP","USD","0.292609","1875.0","0.292612","10000.0","0.292619","407.1","0.292626","3039.9","0.292633","103534.9","0.292579","42.7","0.292480","1483.1","0.292411","1483.1","0.292407","9950.0","0.292297","407.1","2020-09-01 15:04:57","2020-09-01","2020-09-01 15","2020-09-01 15XRP"
"XTZUSD","XTZ","USD","3.171975","222.0","3.172326","2549.8","3.186685","58.3","3.196140","37.9","3.200218","58.3","3.163152","37.8","3.153513","0.1","3.153509","16.1","3.143572","389.7","3.140173","58.6","2020-09-01 16:00:04","2020-09-01","2020-09-01 16","2020-09-01 16XTZ"
"EOSUSD","EOS","USD","3.36181","0.01","3.36298","34.57","3.36299","156.04","3.36300","35.83","3.36306","140.00","3.36098","140.00","3.36072","716.38","3.36071","175.00","3.36056","200.00","3.36051","358.21","2020-09-01 16:00:10","2020-09-01","2020-09-01 16","2020-09-01 16EOS"
"BCHUSD","BCH","USD","285.162","0.0001","285.243","0.3600","285.309","3.0000","285.350","13.0000","285.354","0.6200","285.161","19.4600","285.060","0.6200","285.021","3.7554","285.020","1.2000","285.018","8.4480","2020-09-01 16:00:14","2020-09-01","2020-09-01 16","2020-09-01 16BCH"
"BNBUSD","BNB","USD","23.59837","5.93","23.62670","261.87","23.62748","32.00","23.63714","130.00","23.64123","100.00","23.56887","22.40","23.53937","32.00","23.52788","130.00","23.52362","5.93","23.50977","190.00","2020-09-01 16:00:24","2020-09-01","2020-09-01 16","2020-09-01 16BNB"
"NEOUSD","NEO","USD","21.06622","5.72","21.06623","6.46","21.06624","8.05","21.06625","24.00","21.07475","57.18","21.04238","8.05","21.04237","14.99","21.04235","0.45","21.03881","8.05","21.03880","57.17","2020-09-01 16:00:33","2020-09-01","2020-09-01 16","2020-09-01 16NEO"
"LEOUSD","LEO","USD","1.284360","54.9","1.284363","0.1","1.284392","137.9","1.284393","4000.0","1.284396","45.9","0.630659","30.1","0.630658","5.0","0.630655","39.6","0.622000","100.0","0.620050","0.1","2020-09-01 16:00:50","2020-09-01","2020-09-01 16","2020-09-01 16LEO"
"LINKUSD","LINK","USD","15.64274","7.70","15.65368","374.42","15.65681","451.51","15.69834","330.00","15.69835","1015.70","15.60100","0.64","15.54665","6.25","15.50100","0.64","15.48639","7.70","15.40100","0.64","2020-09-01 16:01:21","2020-09-01","2020-09-01 16","2020-09-01 16LINK"
"LTCUSD","LTC","USD","63.2307","3.750","63.2639","22.500","63.2640","38.000","63.2642","1.090","63.2644","60.000","63.2096","60.000","63.2000","0.005","63.1978","18.996","63.1930","22.500","63.1929","3.799","2020-09-01 16:02:36","2020-09-01","2020-09-01 16","2020-09-01 16LTC"
"XMRUSD","XMR","USD","96.2758","0.750","96.2759","1.800","96.3094","0.124","96.3317","7.500","96.3447","24.942","96.2452","0.039","96.2303","1.800","96.1704","0.750","96.1703","7.500","96.1363","19.000","2020-09-01 16:03:08","2020-09-01","2020-09-01 16","2020-09-01 16XMR"
"BTCUSD","BTC","USD","12005.91","0.20000","12008.03","0.00994","12008.04","0.07593","12008.05","0.35187","12008.06","0.25000","12005.63","0.10000","12005.62","0.09300","12005.43","0.00851","12004.42","0.42780","12004.41","2.00000","2020-09-01 16:04:19","2020-09-01","2020-09-01 16","2020-09-01 16BTC"
"XRPUSDT","XRP","USD","0.292716","15.0","0.292746","1860.0","0.292767","8211.5","0.292770","410.7","0.292803","13000.0","0.292603","1.0","0.292491","1724.7","0.292430","410.6","0.292371","10000.0","0.292357","6134.0","2020-09-01 16:04:54","2020-09-01","2020-09-01 16","2020-09-01 16XRP"
"XTZUSD","XTZ","USD","3.176000","0.1","3.200000","908.1","3.200218","58.3","3.206235","37.7","3.208711","388.8","3.166903","22.9","3.166902","58.1","3.153956","37.7","3.153513","0.1","3.153509","16.1","2020-09-01 17:00:04","2020-09-01","2020-09-01 17","2020-09-01 17XTZ"
"EOSUSD","EOS","USD","3.39583","1.10","3.39585","706.89","3.39613","272.71","3.39623","140.00","3.39647","35.35","3.39440","34.57","3.39439","140.00","3.39427","175.00","3.39224","200.00","3.39223","530.19","2020-09-01 17:00:10","2020-09-01","2020-09-01 17","2020-09-01 17EOS"
"BCHUSD","BCH","USD","284.383","18.0000","284.415","0.3600","284.443","4.2209","284.492","0.6200","284.557","8.4423","284.343","0.3600","284.295","0.6200","284.284","18.0000","284.195","8.4417","284.194","18.0000","2020-09-01 17:00:14","2020-09-01","2020-09-01 17","2020-09-01 17BCH"
"BNBUSD","BNB","USD","23.69207","130.00","23.69262","32.00","23.70714","5.88","23.71097","190.00","23.72725","259.75","23.63821","5.88","23.61917","259.73","23.61372","32.00","23.61135","130.00","23.59637","190.00","2020-09-01 17:00:25","2020-09-01","2020-09-01 17","2020-09-01 17BNB"
"NEOUSD","NEO","USD","21.81990","14.99","21.81991","24.00","21.82285","0.55","21.82289","28.37","21.83390","110.08","21.79336","16.10","21.78808","24.00","21.78788","32.89","21.78787","14.53","21.78510","5.50","2020-09-01 17:00:34","2020-09-01","2020-09-01 17","2020-09-01 17NEO"
