"pair","symbol","quote_currency","ask_1_price","ask_1_quantity","ask_2_price","ask_2_quantity","ask_3_price","ask_3_quantity","ask_4_price","ask_4_quantity","ask_5_price","ask_5_quantity","bid_1_price","bid_1_quantity","bid_2_price","bid_2_quantity","bid_3_price","bid_3_quantity","bid_4_price","bid_4_quantity","bid_5_price","bid_5_quantity","date_time_utc","date","pkDummy","pkey"
"NEOUSD","NEO","USD","20.96022","77.70","20.96024","8.05","20.96093","24.00","20.97496","8.05","20.97497","69.33","20.92538","5.18","20.92506","61.64","20.92303","4.74","20.92302","51.81","20.92301","15.85","2020-09-15 22:03:19","2020-09-15","2020-09-15 22","2020-09-15 22NEO"
"TRXUSD","TRX","USD","0.0285324","5077","0.0285325","5077","0.0285327","33281","0.0285328","53600","0.0285331","600","0.0284947","1050","0.0284913","600","0.0284803","54163","0.0284801","38091","0.0284796","14770","2020-09-15 22:03:49","2020-09-15","2020-09-15 22","2020-09-15 22TRX"
"BCHUSD","BCH","USD","236.236","0.3600","236.316","2.0589","236.317","0.6200","236.459","10.0000","236.460","0.8800","236.211","0.3600","236.155","4.5957","236.153","1.1200","236.132","0.6200","236.108","9.1932","2020-09-15 22:03:53","2020-09-15","2020-09-15 22","2020-09-15 22BCH"
"BSVUSD","BSV","USD","164.6754","0.600","164.7133","2.601","164.8303","6.000","164.8304","5.000","164.8305","4.008","164.5496","40.000","164.5475","0.600","164.4789","13.198","164.4788","4.267","164.4787","2.601","2020-09-15 22:03:55","2020-09-15","2020-09-15 22","2020-09-15 22BSV"
"CROUSD","CRO","USD","0.170208","808.0","0.170278","4588.3","0.170284","1217.6","0.170285","1808.3","0.170344","4243.7","0.169869","34112.9","0.169775","10480.5","0.169769","17546.3","0.169639","20576.5","0.169536","27245.2","2020-09-15 22:04:57","2020-09-15","2020-09-15 22","2020-09-15 22CRO"
"BTCUSD","BTC","USD","10781.45","0.75000","10781.46","0.16468","10781.48","0.03224","10781.49","0.25874","10781.50","0.20000","10775.19","0.53883","10775.18","0.20000","10774.85","0.06200","10773.96","0.15990","10773.95","0.04000","2020-09-15 23:00:07","2020-09-15","2020-09-15 23","2020-09-15 23BTC"
"LTCUSD","LTC","USD","48.4962","3.750","48.4990","60.000","48.5088","8.335","48.5226","34.908","48.5227","9.245","48.4877","3.750","48.4697","35.000","48.4696","8.335","48.4695","60.000","48.4683","4.442","2020-09-15 23:00:19","2020-09-15","2020-09-15 23","2020-09-15 23LTC"
"XMRUSD","XMR","USD","90.4453","1.500","90.4722","3.750","90.4723","12.452","90.4941","4.770","90.5046","3.200","90.3708","1.500","90.3463","3.750","90.3462","34.481","90.3154","3.200","90.3133","23.848","2020-09-15 23:00:41","2020-09-15","2020-09-15 23","2020-09-15 23XMR"
"ETHUSD","ETH","USD","364.916","0.2500","364.917","0.4000","364.928","1.1187","364.934","30.0000","364.952","1.0800","364.883","0.0010","364.830","0.0010","364.807","0.4000","364.741","0.0020","364.734","1.5187","2020-09-15 23:00:43","2020-09-15","2020-09-15 23","2020-09-15 23ETH"
"EOSUSD","EOS","USD","2.71205","200.00","2.71206","553.34","2.71229","550.00","2.71239","70.00","2.71264","2200.00","2.71050","600.00","2.70971","596.60","2.70970","452.85","2.70953","39.78","2.70938","70.00","2020-09-15 23:01:47","2020-09-15","2020-09-15 23","2020-09-15 23EOS"
"XTZUSD","XTZ","USD","2.500000","202.6","2.503698","43.5","2.505890","92.8","2.509526","448.4","2.510866","1533.0","2.466172","43.5","2.465116","0.2","2.465017","28.2","2.462311","0.1","2.453689","448.6","2020-09-15 23:01:50","2020-09-15","2020-09-15 23","2020-09-15 23XTZ"
"BNBUSD","BNB","USD","27.15969","79.60","27.15970","4.61","27.16841","100.00","27.17070","26.00","27.17926","150.00","27.10359","26.00","27.09718","100.00","27.08166","150.00","27.06547","4.61","27.06363","210.00","2020-09-15 23:02:31","2020-09-15","2020-09-15 23","2020-09-15 23BNB"
"NEOUSD","NEO","USD","20.45205","24.00","20.45951","5.27","20.46554","73.36","20.46555","79.14","20.46556","69.33","20.42536","16.38","20.42535","8.05","20.42534","8.05","20.42312","24.00","20.42181","21.10","2020-09-15 23:03:17","2020-09-15","2020-09-15 23","2020-09-15 23NEO"
"TRXUSD","TRX","USD","0.0277350","1050","0.0277394","5077","0.0277444","4535","0.0277448","3893","0.0277449","114600","0.0276946","77839","0.0276945","77839","0.0276944","1050","0.0276887","5077","0.0276886","38955","2020-09-15 23:03:46","2020-09-15","2020-09-15 23","2020-09-15 23TRX"
"BCHUSD","BCH","USD","234.799","0.3600","234.856","0.6200","234.882","4.5943","234.895","18.0000","234.918","1.8377","234.780","18.3600","234.721","0.6200","234.609","1.4400","234.608","0.8800","234.592","3.2000","2020-09-15 23:03:50","2020-09-15","2020-09-15 23","2020-09-15 23BCH"
"BSVUSD","BSV","USD","164.5935","6.000","164.5936","18.000","164.6018","0.600","164.6025","18.000","164.6456","2.601","164.5503","18.000","164.4618","0.600","164.4423","4.270","164.4422","2.601","164.4060","11.389","2020-09-15 23:03:52","2020-09-15","2020-09-15 23","2020-09-15 23BSV"
"CROUSD","CRO","USD","0.168884","3833.9","0.168971","2257.6","0.168984","16431.3","0.169036","8057.4","0.169084","13502.4","0.168582","3517.1","0.168510","2011.5","0.168482","10455.7","0.168389","7719.6","0.168283","10409.0","2020-09-15 23:04:53","2020-09-15","2020-09-15 23","2020-09-15 23CRO"
"BTCUSD","BTC","USD","10334.25","0.75000","10334.26","0.06200","10334.52","0.15187","10334.53","0.27593","10334.54","0.07691","10331.98","0.06200","10331.86","0.10000","10331.04","0.46939","10331.03","0.07593","10331.01","0.20000","2020-09-14 00:00:07","2020-09-14","2020-09-14 00","2020-09-14 00BTC"
"LTCUSD","LTC","USD","48.1368","42.931","48.1369","4.294","48.1400","3.750","48.1431","35.000","48.1432","0.005","48.1138","60.000","48.1130","3.438","48.1114","42.927","48.1113","60.000","48.1063","3.607","2020-09-14 00:00:19","2020-09-14","2020-09-14 00","2020-09-14 00LTC"
"XMRUSD","XMR","USD","85.9881","1.500","85.9997","3.750","85.9998","2.762","86.0419","3.200","86.1647","21.000","85.9500","0.013","85.9280","1.500","85.8772","3.750","85.8771","3.200","85.8656","4.804","2020-09-14 00:00:40","2020-09-14","2020-09-14 00","2020-09-14 00XMR"
"ETHUSD","ETH","USD","366.295","0.4000","366.305","1.7258","366.306","1.0906","366.308","30.0000","366.365","1.4419","366.226","0.4000","366.214","30.0000","366.196","3.0000","366.195","3.7260","366.189","3.7260","2020-09-14 00:00:42","2020-09-14","2020-09-14 00","2020-09-14 00ETH"
"EOSUSD","EOS","USD","2.72636","33.13","2.72637","600.00","2.72650","0.08","2.72682","200.00","2.72683","378.84","2.72483","600.00","2.72428","70.00","2.72360","600.00","2.72344","37.87","2.72298","343.34","2020-09-14 00:01:44","2020-09-14","2020-09-14 00","2020-09-14 00EOS"
"XTZUSD","XTZ","USD","2.488690","41.6","2.488694","428.4","2.492677","380.0","2.492858","1463.4","2.496886","380.0","2.472639","41.6","2.469798","428.4","2.466565","1463.1","2.466069","380.0","2.461674","2808.5","2020-09-14 00:01:49","2020-09-14","2020-09-14 00","2020-09-14 00XTZ"
"BNBUSD","BNB","USD","30.82963","3.89","30.85125","171.76","30.87744","100.00","30.88821","373.00","30.89278","200.00","30.72166","25.00","30.71995","99.00","30.69423","150.00","30.68836","3.89","30.68110","180.00","2020-09-14 00:02:28","2020-09-14","2020-09-14 00","2020-09-14 00BNB"
"NEOUSD","NEO","USD","20.17149","5.12","20.17785","20.49","20.18114","102.31","20.18115","51.21","20.18167","51.20","20.12435","102.34","20.12434","51.17","20.12433","60.90","20.12432","5.12","20.12053","20.48","2020-09-14 00:03:14","2020-09-14","2020-09-14 00","2020-09-14 00NEO"
"TRXUSD","TRX","USD","0.0304170","1050","0.0304234","600","0.0304357","10610","0.0304366","33933","0.0304370","114600","0.0303911","6573","0.0303872","67863","0.0303871","33928","0.0303870","3389","0.0303802","33906","2020-09-14 00:03:43","2020-09-14","2020-09-14 00","2020-09-14 00TRX"
"BCHUSD","BCH","USD","221.430","0.3600","221.438","18.0000","221.513","6.0000","221.514","0.6200","221.518","9.3203","221.402","18.0000","221.392","0.3600","221.295","5.5524","221.294","0.6200","221.246","9.3210","2020-09-14 00:03:47","2020-09-14","2020-09-14 00","2020-09-14 00BCH"
"BSVUSD","BSV","USD","162.6260","6.000","162.6261","0.600","162.6439","12.690","162.6441","9.867","162.6714","2.285","162.5370","18.000","162.5337","0.600","162.4672","2.146","162.4670","12.690","162.4669","3.853","2020-09-14 00:03:49","2020-09-14","2020-09-14 00","2020-09-14 00BSV"
"CROUSD","CRO","USD","0.160922","3833.9","0.160936","2257.6","0.161022","6574.4","0.161087","4514.1","0.161122","43575.3","0.160620","3517.1","0.160607","2011.5","0.160523","2795.6","0.160520","25788.7","0.160483","10480.5","2020-09-14 00:04:51","2020-09-14","2020-09-14 00","2020-09-14 00CRO"
"BTCUSD","BTC","USD","10276.47","0.09703","10276.48","0.06425","10276.49","0.20000","10276.50","0.75000","10276.52","0.17141","10275.13","0.06200","10274.99","0.05252","10273.76","0.63971","10273.75","0.10000","10273.68","0.20000","2020-09-14 01:00:06","2020-09-14","2020-09-14 01","2020-09-14 01BTC"
"LTCUSD","LTC","USD","47.6666","60.000","47.6689","11.535","47.6692","25.678","47.6749","43.131","47.6750","4.314","47.6569","3.750","47.6410","35.000","47.6409","10.080","47.6404","31.293","47.6402","30.539","2020-09-14 01:00:19","2020-09-14","2020-09-14 01","2020-09-14 01LTC"
"XMRUSD","XMR","USD","85.0000","0.050","85.0200","0.013","85.0420","0.750","85.0421","4.856","85.0459","1.500","84.9692","1.000","84.9691","1.500","84.9478","0.750","84.9477","24.207","84.9328","3.200","2020-09-14 01:00:40","2020-09-14","2020-09-14 01","2020-09-14 01XMR"
"ETHUSD","ETH","USD","359.174","0.4000","359.197","0.0083","359.198","1.4580","359.255","0.0100","359.366","1.4580","359.061","0.4000","359.018","3.0000","359.017","1.4580","359.008","1.4580","359.007","3.0000","2020-09-14 01:00:41","2020-09-14","2020-09-14 01","2020-09-14 01ETH"
"EOSUSD","EOS","USD","2.70362","38.06","2.70410","14.56","2.70429","200.00","2.70430","550.00","2.70468","2200.00","2.70204","30.00","2.70203","600.00","2.70190","761.15","2.70188","670.00","2.70156","761.13","2020-09-14 01:01:44","2020-09-14","2020-09-14 01","2020-09-14 01EOS"
"XTZUSD","XTZ","USD","2.468298","0.1","2.478286","0.2","2.479294","41.5","2.479347","428.0","2.483510","380.0","2.465965","41.5","2.460956","428.1","2.458124","1462.3","2.457562","380.0","2.453453","2806.4","2020-09-14 01:01:47","2020-09-14","2020-09-14 01","2020-09-14 01XTZ"
"BNBUSD","BNB","USD","29.68889","25.00","29.69379","4.02","29.69615","99.00","29.71231","150.00","29.73218","177.58","29.61217","69.36","29.61216","25.00","29.60304","4.02","29.59557","99.00","29.57163","177.57","2020-09-14 01:02:28","2020-09-14","2020-09-14 01","2020-09-14 01BNB"
"NEOUSD","NEO","USD","19.71634","24.00","19.71979","69.33","19.72375","5.21","19.72839","27.26","19.73656","91.00","19.68341","52.16","19.68340","16.10","19.68339","5.21","19.68189","24.00","19.67523","62.07","2020-09-14 01:03:14","2020-09-14","2020-09-14 01","2020-09-14 01NEO"
"TRXUSD","TRX","USD","0.0302779","1050","0.0302811","10154","0.0302813","49558","0.0302814","7657","0.0302815","17790","0.0302450","67962","0.0302449","68000","0.0302430","27920","0.0302428","67976","0.0302427","67976","2020-09-14 01:03:43","2020-09-14","2020-09-14 01","2020-09-14 01TRX"
"BCHUSD","BCH","USD","220.816","0.3600","220.845","0.6200","220.891","18.0000","220.925","0.8800","220.959","6.0000","220.792","0.3600","220.791","18.0000","220.760","0.6200","220.755","9.3153","220.712","4.9904","2020-09-14 01:03:47","2020-09-14","2020-09-14 01","2020-09-14 01BCH"
"BSVUSD","BSV","USD","161.6886","18.000","161.6986","3.865","161.7065","0.600","161.7353","3.324","161.7354","3.181","161.6484","0.600","161.6123","6.000","161.6122","12.724","161.6086","2.601","161.4968","5.228","2020-09-14 01:03:49","2020-09-14","2020-09-14 01","2020-09-14 01BSV"
"CROUSD","CRO","USD","0.160688","8422.2","0.160706","4243.7","0.160788","17914.3","0.160853","13502.4","0.160880","641.9","0.160420","11778.5","0.160347","4205.8","0.160120","18128.6","0.160098","10480.5","0.160020","17546.3","2020-09-14 01:04:48","2020-09-14","2020-09-14 01","2020-09-14 01CRO"
"BTCUSD","BTC","USD","10327.11","0.00016","10327.73","0.06200","10328.27","0.00692","10328.28","0.75000","10328.32","0.08198","10327.03","0.01365","10327.02","0.06200","10325.95","0.23445","10325.94","0.10000","10325.93","0.51639","2020-09-14 02:00:06","2020-09-14","2020-09-14 02","2020-09-14 02BTC"
"LTCUSD","LTC","USD","47.9865","3.750","48.0022","8.335","48.0056","60.000","48.0233","35.000","48.0234","4.307","47.9666","13.501","47.9665","43.052","47.9664","60.000","47.9640","4.305","47.9615","25.616","2020-09-14 02:00:19","2020-09-14","2020-09-14 02","2020-09-14 02LTC"
"XMRUSD","XMR","USD","85.3282","0.871","85.3367","1.500","85.3744","0.750","85.3812","24.261","85.3813","21.000","85.2721","0.750","85.2701","1.500","85.2159","1.118","85.2158","24.265","85.2157","3.200","2020-09-14 02:00:39","2020-09-14","2020-09-14 02","2020-09-14 02XMR"
"ETHUSD","ETH","USD","363.835","0.0023","363.935","0.0128","364.000","0.0028","364.035","0.0136","364.065","0.0082","363.832","1.0000","363.829","3.0000","363.828","33.3160","363.823","1.0800","363.810","3.0000","2020-09-14 02:00:40","2020-09-14","2020-09-14 02","2020-09-14 02ETH"
"EOSUSD","EOS","USD","2.72098","600.00","2.72111","200.00","2.72112","600.00","2.72233","389.35","2.72234","70.00","2.71931","308.88","2.71930","34.76","2.71928","70.00","2.71909","760.16","2.71907","760.13","2020-09-14 02:01:44","2020-09-14","2020-09-14 02","2020-09-14 02EOS"
"XTZUSD","XTZ","USD","2.468298","0.1","2.478286","0.2","2.492959","428.1","2.493108","41.5","2.493296","10.0","2.468297","41.6","2.467722","428.1","2.467584","1462.6","2.467375","380.0","2.466243","2808.5","2020-09-14 02:01:48","2020-09-14","2020-09-14 02","2020-09-14 02XTZ"
"BNBUSD","BNB","USD","29.90304","53.19","29.90305","25.00","29.91341","4.01","29.91699","99.00","29.93380","150.00","29.81409","25.00","29.80504","4.01","29.79682","99.00","29.78496","150.00","29.77910","177.47","2020-09-14 02:02:28","2020-09-14","2020-09-14 02","2020-09-14 02BNB"
"NEOUSD","NEO","USD","20.26837","102.06","20.26838","24.00","20.27958","102.09","20.27959","91.00","20.27961","5.10","20.23022","16.10","20.23021","5.10","20.22852","24.00","20.22688","20.42","20.22505","51.06","2020-09-14 02:03:13","2020-09-14","2020-09-14 02","2020-09-14 02NEO"
"TRXUSD","TRX","USD","0.0302456","49612","0.0302457","10154","0.0302503","68384","0.0302504","3423","0.0302529","1050","0.0302142","68379","0.0302141","136741","0.0302140","1050","0.0302002","40684","0.0301943","59000","2020-09-14 02:03:42","2020-09-14","2020-09-14 02","2020-09-14 02TRX"
"BCHUSD","BCH","USD","222.783","0.3600","222.826","1.0900","222.848","0.6200","222.874","18.0000","222.946","6.0000","222.776","18.0000","222.765","9.2787","222.764","0.3600","222.745","18.0000","222.734","9.2794","2020-09-14 02:03:46","2020-09-14","2020-09-14 02","2020-09-14 02BCH"
"BSVUSD","BSV","USD","161.5684","0.600","161.5749","12.801","161.6067","2.601","161.6215","0.600","161.6227","41.603","161.4977","18.000","161.4945","0.600","161.4507","9.286","161.4506","6.000","161.4505","2.601","2020-09-14 02:03:47","2020-09-14","2020-09-14 02","2020-09-14 02BSV"
"CROUSD","CRO","USD","0.161389","8422.2","0.161534","4243.7","0.161589","48089.4","0.161668","18801.6","0.161753","19459.7","0.161119","2173.9","0.161072","1343.2","0.161019","20186.8","0.160959","10409.0","0.160919","10480.5","2020-09-14 02:04:48","2020-09-14","2020-09-14 02","2020-09-14 02CRO"
"BTCUSD","BTC","USD","10351.81","0.06200","10353.24","0.04179","10353.25","0.25467","10353.26","0.27744","10353.27","0.07206","10351.30","0.10000","10351.29","0.06200","10350.26","0.75000","10350.25","0.30400","10349.63","0.20000","2020-09-14 03:00:06","2020-09-14","2020-09-14 03","2020-09-14 03BTC"
"LTCUSD","LTC","USD","48.1716","3.750","48.1797","35.000","48.1798","1.090","48.1800","60.000","48.1874","8.335","48.1526","35.645","48.1460","12.307","48.1459","4.297","48.1457","8.335","48.1408","3.750","2020-09-14 03:00:18","2020-09-14","2020-09-14 03","2020-09-14 03LTC"
"XMRUSD","XMR","USD","85.3746","1.500","85.3960","0.750","85.4191","3.200","85.4216","24.255","85.4638","24.253","85.3127","0.750","85.3126","1.500","85.2947","5.242","85.2711","3.200","85.2677","4.849","2020-09-14 03:00:39","2020-09-14","2020-09-14 03","2020-09-14 03XMR"
"ETHUSD","ETH","USD","366.271","0.0010","366.273","0.4000","366.351","0.2300","366.356","3.0000","366.362","30.0000","366.263","0.0010","366.258","0.0010","366.253","0.0060","366.239","0.0010","366.238","0.0010","2020-09-14 03:00:41","2020-09-14","2020-09-14 03","2020-09-14 03ETH"
"EOSUSD","EOS","USD","2.71753","600.00","2.71881","38.08","2.71882","346.77","2.71883","200.00","2.71884","390.67","2.71610","600.00","2.71585","70.00","2.71571","669.30","2.71570","761.64","2.71532","322.00","2020-09-14 03:01:45","2020-09-14","2020-09-14 03","2020-09-14 03EOS"
"XTZUSD","XTZ","USD","2.493778","10.3","2.493779","41.5","2.494527","428.0","2.498869","380.0","2.498959","1462.7","2.480268","41.6","2.476674","428.1","2.473790","1463.0","2.472430","380.0","2.468835","2806.5","2020-09-14 03:01:48","2020-09-14","2020-09-14 03","2020-09-14 03XTZ"
"BNBUSD","BNB","USD","29.60906","25.00","29.62271","4.06","29.62454","99.00","29.63074","150.00","29.66353","179.25","29.52604","25.00","29.51953","70.05","29.51273","99.00","29.50899","4.06","29.49975","150.00","2020-09-14 03:02:29","2020-09-14","2020-09-14 03","2020-09-14 03BNB"
"NEOUSD","NEO","USD","20.26503","8.05","20.26504","20.45","20.26717","102.20","20.26824","24.00","20.27138","5.11","20.23337","60.81","20.23336","8.05","20.23335","24.00","20.22690","5.11","20.22561","69.33","2020-09-14 03:03:15","2020-09-14","2020-09-14 03","2020-09-14 03NEO"
"TRXUSD","TRX","USD","0.0303711","68198","0.0303712","49414","0.0303713","68203","0.0303714","68181","0.0303745","1050","0.0303363","10154","0.0303344","1050","0.0303235","25000","0.0303228","115933","0.0303216","59000","2020-09-14 03:03:44","2020-09-14","2020-09-14 03","2020-09-14 03TRX"
"BCHUSD","BCH","USD","223.096","0.3600","223.112","18.0000","223.138","9.2782","223.143","0.6200","223.166","18.0000","223.079","0.3600","223.043","18.0000","223.039","0.6200","222.990","5.4351","222.988","18.0000","2020-09-14 03:03:48","2020-09-14","2020-09-14 03","2020-09-14 03BCH"
"BSVUSD","BSV","USD","161.7351","0.600","161.7467","18.000","161.7726","2.601","161.9182","6.000","161.9183","1.182","161.6734","6.509","161.6649","0.600","161.6580","12.795","161.6272","2.601","161.5953","2.400","2020-09-14 03:03:50","2020-09-14","2020-09-14 03","2020-09-14 03BSV"
"CROUSD","CRO","USD","0.161599","60755.3","0.161757","18872.1","0.161822","642.4","0.161864","19459.7","0.161890","11095.7","0.161319","772.1","0.161264","1401.8","0.161219","13810.4","0.161192","7719.6","0.161119","20889.5","2020-09-14 03:04:51","2020-09-14","2020-09-14 03","2020-09-14 03CRO"
"BTCUSD","BTC","USD","10348.08","2.00000","10349.00","0.20000","10349.01","0.75000","10349.02","0.10000","10349.04","0.01000","10346.84","0.08285","10346.83","0.00924","10346.79","0.06200","10346.49","0.26986","10346.48","0.18487","2020-09-14 04:00:06","2020-09-14","2020-09-14 04","2020-09-14 04BTC"
"LTCUSD","LTC","USD","47.9590","60.000","47.9626","3.750","47.9763","35.000","47.9764","1.090","47.9766","8.335","47.9548","3.750","47.9446","34.995","47.9445","43.153","47.9444","8.335","47.9313","60.000","2020-09-14 04:00:19","2020-09-14","2020-09-14 04","2020-09-14 04LTC"
"XMRUSD","XMR","USD","85.0238","1.500","85.0377","12.279","85.0378","6.220","85.0776","3.200","85.0795","0.750","84.9640","0.750","84.9609","1.500","84.9600","6.537","84.9288","6.471","84.9072","3.200","2020-09-14 04:00:39","2020-09-14","2020-09-14 04","2020-09-14 04XMR"
"ETHUSD","ETH","USD","365.005","0.4000","365.102","3.0000","365.103","1.2937","365.104","31.9045","365.120","1.0800","364.964","0.4000","364.901","2.7517","364.900","2.5875","364.897","1.4580","364.896","1.1337","2020-09-14 04:00:41","2020-09-14","2020-09-14 04","2020-09-14 04ETH"
"EOSUSD","EOS","USD","2.71258","30.00","2.71259","600.00","2.71269","30.00","2.71272","278.05","2.71273","600.00","2.71097","600.00","2.71094","70.00","2.71084","200.00","2.71049","204.11","2.71048","546.97","2020-09-14 04:01:43","2020-09-14","2020-09-14 04","2020-09-14 04EOS"
"XTZUSD","XTZ","USD","2.493224","41.5","2.493690","428.0","2.497887","380.0","2.498838","1462.3","2.500314","380.0","2.478504","41.6","2.477377","12.9","2.475183","428.2","2.472264","1462.3","2.470749","380.0","2020-09-14 04:01:47","2020-09-14","2020-09-14 04","2020-09-14 04XTZ"
"BNBUSD","BNB","USD","30.05299","25.00","30.06782","99.00","30.07521","3.99","30.08293","150.00","30.10760","176.35","29.96545","2.61","29.96542","25.00","29.96012","3.99","29.94140","99.00","29.93746","176.29","2020-09-14 04:02:28","2020-09-14","2020-09-14 04","2020-09-14 04BNB"
"NEOUSD","NEO","USD","19.95176","5.18","19.95300","8.05","19.95301","8.05","19.95302","103.70","19.95417","20.74","19.91237","4.71","19.91236","24.00","19.90804","5.18","19.90552","69.33","19.90297","20.74","2020-09-14 04:03:13","2020-09-14","2020-09-14 04","2020-09-14 04NEO"
"TRXUSD","TRX","USD","0.0309033","1050","0.0309159","4028","0.0309190","66882","0.0309224","59000","0.0309225","3344","0.0308651","66899","0.0308650","600","0.0308623","1050","0.0308604","10154","0.0308603","46959","2020-09-14 04:03:41","2020-09-14","2020-09-14 04","2020-09-14 04TRX"
"BCHUSD","BCH","USD","222.131","0.3600","222.145","18.0000","222.204","0.6200","222.278","6.0000","222.279","0.8800","222.110","0.3600","222.065","18.0000","222.036","0.3946","222.035","0.6200","222.017","6.7519","2020-09-14 04:03:45","2020-09-14","2020-09-14 04","2020-09-14 04BCH"
"BSVUSD","BSV","USD","161.1114","18.000","161.1158","0.600","161.1459","2.601","161.2196","1.220","161.2197","0.851","161.0404","0.600","161.0372","18.000","161.0154","9.311","161.0153","10.819","161.0152","8.196","2020-09-14 04:03:47","2020-09-14","2020-09-14 04","2020-09-14 04BSV"
"CROUSD","CRO","USD","0.161099","6091.5","0.161165","2330.7","0.161199","8757.8","0.161211","5342.8","0.161238","8057.4","0.160819","3517.1","0.160720","2011.5","0.160621","2795.6","0.160620","25788.7","0.160616","10480.5","2020-09-14 04:04:48","2020-09-14","2020-09-14 04","2020-09-14 04CRO"
"BTCUSD","BTC","USD","10347.19","0.75000","10347.20","0.36339","10347.22","0.06200","10347.23","0.30400","10347.32","0.15187","10346.19","0.06200","10345.37","0.07972","10343.96","0.66882","10343.95","0.20000","10343.93","0.07593","2020-09-14 05:00:07","2020-09-14","2020-09-14 05","2020-09-14 05BTC"
"LTCUSD","LTC","USD","47.6894","3.750","47.6896","60.000","47.7000","1.090","47.7001","43.397","47.7002","4.340","47.6829","60.000","47.6811","3.750","47.6687","5.586","47.6686","60.000","47.6659","43.398","2020-09-14 05:00:19","2020-09-14","2020-09-14 05","2020-09-14 05LTC"
"XMRUSD","XMR","USD","85.2000","0.050","85.2244","1.500","85.2427","3.200","85.2921","0.610","85.2922","24.285","85.1643","1.500","85.1610","0.750","85.1557","24.287","85.1417","1.539","85.1359","3.200","2020-09-14 05:00:42","2020-09-14","2020-09-14 05","2020-09-14 05XMR"
"ETHUSD","ETH","USD","364.998","0.4000","365.000","0.0100","365.082","1.0800","365.121","0.0300","365.128","5.6684","364.976","3.0000","364.975","30.0000","364.957","0.0010","364.952","1.2937","364.947","2.5875","2020-09-14 05:00:43","2020-09-14","2020-09-14 05","2020-09-14 05ETH"
"EOSUSD","EOS","USD","2.71679","600.00","2.71692","200.00","2.71693","277.36","2.71695","551.97","2.71709","38.10","2.71548","600.00","2.71522","322.00","2.71498","70.00","2.71493","377.85","2.71487","448.00","2020-09-14 05:01:48","2020-09-14","2020-09-14 05","2020-09-14 05EOS"
"XTZUSD","XTZ","USD","2.495295","12.2","2.495296","428.0","2.495348","41.5","2.499251","380.0","2.500264","1462.2","2.482867","41.5","2.477318","428.0","2.474374","1462.2","2.473365","380.0","2.469377","2806.0","2020-09-14 05:01:52","2020-09-14","2020-09-14 05","2020-09-14 05XTZ"
"BNBUSD","BNB","USD","30.05255","3.99","30.06502","68.87","30.06503","176.49","30.09185","25.00","30.09925","100.00","30.00794","16.49","30.00793","25.00","29.99778","99.00","29.99407","3.99","29.97890","150.00","2020-09-14 05:02:32","2020-09-14","2020-09-14 05","2020-09-14 05BNB"
"NEOUSD","NEO","USD","19.90713","24.00","19.90858","104.06","19.91053","104.04","19.91054","48.77","19.91246","69.33","19.86911","8.05","19.86910","8.05","19.86810","24.00","19.86651","41.52","19.86419","69.33","2020-09-14 05:03:18","2020-09-14","2020-09-14 05","2020-09-14 05NEO"
"TRXUSD","TRX","USD","0.0308473","8716","0.0308474","114600","0.0308523","59000","0.0308524","3934","0.0308548","67169","0.0308147","1050","0.0308112","5077","0.0308111","67166","0.0308109","26834","0.0308053","25000","2020-09-14 05:03:49","2020-09-14","2020-09-14 05","2020-09-14 05TRX"
"BCHUSD","BCH","USD","222.977","0.3600","223.033","0.6200","223.061","18.0000","223.107","4.9618","223.108","9.2838","222.959","0.3600","222.958","18.0000","222.933","9.2831","222.901","6.0000","222.900","9.2828","2020-09-14 05:03:53","2020-09-14","2020-09-14 05","2020-09-14 05BCH"
"BSVUSD","BSV","USD","161.3908","0.600","161.3929","18.000","161.4325","6.000","161.4326","2.601","161.4808","5.725","161.3293","0.600","161.3146","18.000","161.3066","5.129","161.3065","18.000","161.2985","12.832","2020-09-14 05:03:55","2020-09-14","2020-09-14 05","2020-09-14 05BSV"
"CROUSD","CRO","USD","0.161099","6091.5","0.161169","2330.7","0.161187","4243.7","0.161199","9856.9","0.161282","8057.4","0.160819","15984.3","0.160795","7719.6","0.160720","38435.8","0.160602","20576.5","0.160507","27245.2","2020-09-14 05:04:57","2020-09-14","2020-09-14 05","2020-09-14 05CRO"
"BTCUSD","BTC","USD","10341.27","0.06200","10342.06","0.26183","10342.07","0.17990","10342.08","0.15138","10342.09","0.29703","10340.03","0.10000","10340.02","0.30400","10337.93","0.00327","10337.92","0.75000","10337.91","0.24862","2020-09-14 06:00:07","2020-09-14","2020-09-14 06","2020-09-14 06BTC"
"LTCUSD","LTC","USD","47.5019","0.063","47.5253","3.750","47.5385","35.000","47.5386","1.090","47.5388","8.335","47.4935","24.228","47.4934","3.000","47.4933","43.555","47.4932","3.750","47.4898","8.335","2020-09-14 06:00:19","2020-09-14","2020-09-14 06","2020-09-14 06LTC"
"XMRUSD","XMR","USD","84.9945","1.500","85.0000","0.050","85.0101","0.661","85.0102","17.774","85.0394","4.873","84.9342","0.750","84.9341","1.500","84.8870","3.200","84.8601","8.600","84.8448","21.000","2020-09-14 06:00:39","2020-09-14","2020-09-14 06","2020-09-14 06XMR"
