"Index","BITEX","Rank","Name","Symbol","Price","Performance15min","Performance1h","Performance3h","Performance1d","Performance7d","Performance1m","Performance3m","Performance6m","Volatility","Date","pkDummy","DateTime","pkey"
42.1,52.89,1,"Bitcoin","BTC",6980.6,0,-2.54,-3.85,-4.41,4.6,-11.67,-14.38,-19.48,36.71,"2020-04-10","2020-04-10 06","2020-04-10 00:00:34","2020-04-10 06BTC"
35.1,55.65,1,"Bitcoin","BTC",7291.5,-0.42,-0.68,-0.31,-0.13,7.32,-8.1,-6.75,-15.14,25.67,"2020-04-09","2020-04-09 10","2020-04-09 04:01:59","2020-04-09 10BTC"
41.87,52.96,1,"Bitcoin","BTC",6982.3,-0.14,0.04,-2.74,-4.54,4.63,-11.65,-14.36,-19.46,36.56,"2020-04-10","2020-04-10 07","2020-04-10 01:00:44","2020-04-10 07BTC"
41.87,52.96,1,"Bitcoin","BTC",6982.3,-0.14,0.04,-2.74,-4.54,4.63,-11.65,-14.36,-19.46,36.56,"2020-04-10","2020-04-10 07","2020-04-10 01:00:44","2020-04-10 07BTC"
47.45,52.54,1,"Bitcoin","BTC",6948.2,0.14,-0.48,-2.99,-5.25,4.12,-12.08,-14.78,-19.86,41.6,"2020-04-10","2020-04-10 08","2020-04-10 02:00:40","2020-04-10 08BTC"
47.46,52.49,1,"Bitcoin","BTC",6948.2,-0.12,0.07,-0.45,-5.35,4.12,-12.08,-14.78,-19.86,41.37,"2020-04-10","2020-04-10 09","2020-04-10 03:00:49","2020-04-10 09BTC"
47.46,52.49,1,"Bitcoin","BTC",6948.2,-0.12,0.07,-0.45,-5.35,4.12,-12.08,-14.78,-19.86,41.37,"2020-04-10","2020-04-10 09","2020-04-10 03:00:49","2020-04-10 09BTC"
34.56,55.76,1,"Bitcoin","BTC",7315.5,0.1,0.18,-0.24,0.98,7.68,-7.79,-6.44,-14.86,25.22,"2020-04-09","2020-04-09 11","2020-04-09 05:00:51","2020-04-09 11BTC"
47.44,52.3,1,"Bitcoin","BTC",6928.6,0.35,-0.2,-0.76,-5.12,3.83,-12.33,-15.02,-20.08,41.22,"2020-04-10","2020-04-10 10","2020-04-10 04:01:11","2020-04-10 10BTC"
47.44,52.3,1,"Bitcoin","BTC",6928.6,0.35,-0.2,-0.76,-5.12,3.83,-12.33,-15.02,-20.08,41.22,"2020-04-10","2020-04-10 10","2020-04-10 04:01:11","2020-04-10 10BTC"
33.96,54.93,1,"Bitcoin","BTC",7195.6,-1.19,-1.66,-1.98,-1.09,5.91,-9.3,-7.97,-16.26,24.76,"2020-04-09","2020-04-09 12","2020-04-09 06:00:59","2020-04-09 12BTC"
47.16,52.62,1,"Bitcoin","BTC",6963.1,0.33,0.54,0.28,-4.84,4.34,-11.89,-14.59,-19.69,41,"2020-04-10","2020-04-10 11","2020-04-10 05:00:55","2020-04-10 11BTC"
47.02,52.39,1,"Bitcoin","BTC",6924.1,-0.55,-0.26,-0.02,-5.15,3.77,-12.38,-15.07,-20.13,40.9,"2020-04-10","2020-04-10 13","2020-04-10 07:00:38","2020-04-10 13BTC"
33.18,55.57,1,"Bitcoin","BTC",7300.7,0.82,1.46,-0.02,0.48,7.46,-7.98,-6.63,-15.04,24.17,"2020-04-09","2020-04-09 13","2020-04-09 07:00:48","2020-04-09 13BTC"
47.6,52.18,1,"Bitcoin","BTC",6908.3,-0.79,-0.47,-0.66,-5.86,3.52,-12.58,-15.27,-20.32,40.39,"2020-04-10","2020-04-10 14","2020-04-10 08:00:59","2020-04-10 14BTC"
47.6,52.18,1,"Bitcoin","BTC",6908.3,-0.79,-0.47,-0.66,-5.86,3.52,-12.58,-15.27,-20.32,40.39,"2020-04-10","2020-04-10 14","2020-04-10 08:00:59","2020-04-10 14BTC"
32.66,55.86,1,"Bitcoin","BTC",7335.9,0.15,0.48,0.26,1.61,7.98,-7.54,-6.18,-14.63,23.77,"2020-04-09","2020-04-09 14","2020-04-09 08:00:51","2020-04-09 14BTC"
47.29,51.98,1,"Bitcoin","BTC",6875.4,-0.25,-0.45,-0.66,-6.09,3.03,-13,-15.67,-20.7,41.43,"2020-04-10","2020-04-10 15","2020-04-10 09:00:38","2020-04-10 15BTC"
47.29,51.98,1,"Bitcoin","BTC",6875.4,-0.25,-0.45,-0.66,-6.09,3.03,-13,-15.67,-20.7,41.43,"2020-04-10","2020-04-10 15","2020-04-10 09:00:38","2020-04-10 15BTC"
32.14,55.76,1,"Bitcoin","BTC",7321.3,-0.18,-0.23,1.74,0.9,7.76,-7.72,-6.37,-14.8,23.41,"2020-04-09","2020-04-09 15","2020-04-09 09:00:42","2020-04-09 15BTC"
56.16,51.28,1,"Bitcoin","BTC",6817.6,0.31,-0.88,-1.78,-6.26,2.16,-13.73,-16.38,-21.36,49.37,"2020-04-10","2020-04-10 16","2020-04-10 10:00:46","2020-04-10 16BTC"
56.16,51.28,1,"Bitcoin","BTC",6817.6,0.31,-0.88,-1.78,-6.26,2.16,-13.73,-16.38,-21.36,49.37,"2020-04-10","2020-04-10 16","2020-04-10 10:00:46","2020-04-10 16BTC"
31.52,55.36,1,"Bitcoin","BTC",7273.7,-0.31,-0.65,-0.37,0.04,7.06,-8.32,-6.97,-15.35,22.99,"2020-04-09","2020-04-09 16","2020-04-09 10:00:38","2020-04-09 16BTC"
56.31,51.81,1,"Bitcoin","BTC",6874.7,0.71,1.12,-0.46,-5.58,3.02,-13.01,-15.68,-20.71,49.12,"2020-04-10","2020-04-10 17","2020-04-10 11:00:38","2020-04-10 17BTC"
55.75,52.03,1,"Bitcoin","BTC",6884.5,-0.13,0.19,0.09,-5.59,3.16,-12.89,-15.56,-20.59,48.64,"2020-04-10","2020-04-10 18","2020-04-10 12:00:44","2020-04-10 18BTC"
55.75,52.03,1,"Bitcoin","BTC",6884.5,-0.13,0.19,0.09,-5.59,3.16,-12.89,-15.56,-20.59,48.64,"2020-04-10","2020-04-10 18","2020-04-10 12:00:44","2020-04-10 18BTC"
30.99,55.45,1,"Bitcoin","BTC",7291.4,0.14,0.01,-0.41,-0.14,7.32,-8.1,-6.75,-15.14,22.64,"2020-04-09","2020-04-09 18","2020-04-09 12:00:43","2020-04-09 18BTC"
55.09,52.37,1,"Bitcoin","BTC",6936.8,0.28,0.09,0.95,-4.61,3.95,-12.22,-14.92,-19.99,48.05,"2020-04-10","2020-04-10 19","2020-04-10 13:02:10","2020-04-10 19BTC"
29.81,55.17,1,"Bitcoin","BTC",7254.6,-0.36,-0.51,-0.25,-0.68,6.78,-8.56,-7.22,-15.57,21.59,"2020-04-09","2020-04-09 19","2020-04-09 13:00:58","2020-04-09 19BTC"
55.09,52.37,1,"Bitcoin","BTC",6936.8,0.28,0.09,0.95,-4.61,3.95,-12.22,-14.92,-19.99,48.05,"2020-04-10","2020-04-10 19","2020-04-10 13:02:10","2020-04-10 19BTC"
29.13,55.31,1,"Bitcoin","BTC",7267.1,0.14,0.17,-0.19,-0.56,6.96,-8.4,-7.06,-15.43,21.09,"2020-04-09","2020-04-09 20","2020-04-09 14:00:50","2020-04-09 20BTC"
54.34,52.16,1,"Bitcoin","BTC",6909.4,-0.22,-0.3,0.55,-4.99,3.54,-12.57,-15.25,-20.31,47.38,"2020-04-10","2020-04-10 20","2020-04-10 14:00:37","2020-04-10 20BTC"
54.11,52.23,1,"Bitcoin","BTC",6902.1,0.18,0,0,-5.5,3.43,-12.66,-15.34,-20.39,47.18,"2020-04-11","2020-04-11 01","2020-04-10 19:16:49","2020-04-11 01BTC"
28.49,55.53,1,"Bitcoin","BTC",7299,0.38,0.03,0.61,-0.36,7.43,-8,-6.65,-15.05,20.54,"2020-04-09","2020-04-09 21","2020-04-09 15:00:41","2020-04-09 21BTC"
52.67,52.43,1,"Bitcoin","BTC",6918.3,0.41,0.23,0.23,-4.84,0.96,-13.11,-13.7,-17.03,46.11,"2020-04-11","2020-04-11 02","2020-04-10 20:01:07","2020-04-11 02BTC"
51.77,51.86,1,"Bitcoin","BTC",6862.9,-0.39,-0.57,0.26,-5.48,0.15,-13.81,-14.39,-17.7,45.31,"2020-04-11","2020-04-11 03","2020-04-10 21:00:50","2020-04-11 03BTC"
50.18,52.5,1,"Bitcoin","BTC",6915,0.37,0.19,-0.08,-3.46,0.91,-13.16,-13.74,-17.07,44.12,"2020-04-11","2020-04-11 04","2020-04-10 22:09:09","2020-04-11 04BTC"
51.77,51.86,1,"Bitcoin","BTC",6862.9,-0.39,-0.57,0.26,-5.48,0.15,-13.81,-14.39,-17.7,45.31,"2020-04-11","2020-04-11 03","2020-04-10 21:00:50","2020-04-11 03BTC"
50.18,52.5,1,"Bitcoin","BTC",6915,0.37,0.19,-0.08,-3.46,0.91,-13.16,-13.74,-17.07,44.12,"2020-04-11","2020-04-11 04","2020-04-10 22:09:09","2020-04-11 04BTC"
27.93,55.53,1,"Bitcoin","BTC",7301.4,0.22,0.05,0.64,-0.33,7.47,-7.97,-6.62,-15.03,20.13,"2020-04-09","2020-04-09 22","2020-04-09 16:00:31","2020-04-09 22BTC"
48.7,52.45,1,"Bitcoin","BTC",6904.4,0.21,-0.24,-0.31,-1.08,0.76,-13.29,-13.87,-17.2,42.96,"2020-04-11","2020-04-11 06","2020-04-11 00:00:44","2020-04-11 06BTC"
28.41,55.54,1,"Bitcoin","BTC",7314.9,0.22,0.09,0.59,-0.71,7.67,-7.8,-6.45,-14.87,19.81,"2020-04-09","2020-04-09 23","2020-04-09 17:00:46","2020-04-09 23BTC"
46.6,52.7,1,"Bitcoin","BTC",6940.4,0.73,0.09,0.3,-0.6,1.28,-12.84,-13.42,-16.77,41.21,"2020-04-11","2020-04-11 07","2020-04-11 01:00:36","2020-04-11 07BTC"
28.28,55.5,1,"Bitcoin","BTC",7307.3,0.14,-0.09,0.13,-0.69,7.55,-7.9,-6.54,-14.96,19.48,"2020-04-10","2020-04-10 00","2020-04-09 18:00:45","2020-04-10 00BTC"
45.59,52.3,1,"Bitcoin","BTC",6901.2,0.17,-0.43,-0.48,-0.61,0.71,-13.33,-13.91,-17.24,40.34,"2020-04-11","2020-04-11 08","2020-04-11 02:00:48","2020-04-11 08BTC"
45.59,52.3,1,"Bitcoin","BTC",6901.2,0.17,-0.43,-0.48,-0.61,0.71,-13.33,-13.91,-17.24,40.34,"2020-04-11","2020-04-11 08","2020-04-11 02:00:48","2020-04-11 08BTC"
27.68,55.52,1,"Bitcoin","BTC",7303.9,0.13,0.06,-0.14,-0.11,9.45,-7.58,-10.41,-15.75,19.08,"2020-04-10","2020-04-10 01","2020-04-09 19:03:01","2020-04-10 01BTC"
44.93,52.32,1,"Bitcoin","BTC",6903.1,-0.16,0.1,-0.45,-0.57,0.74,-13.3,-13.89,-17.21,39.84,"2020-04-11","2020-04-11 09","2020-04-11 03:00:43","2020-04-11 09BTC"
44.93,52.32,1,"Bitcoin","BTC",6903.1,-0.16,0.1,-0.45,-0.57,0.74,-13.3,-13.89,-17.21,39.84,"2020-04-11","2020-04-11 09","2020-04-11 03:00:43","2020-04-11 09BTC"
44.33,52.06,1,"Bitcoin","BTC",6862.1,0.07,-0.57,-0.99,-0.92,0.14,-13.82,-14.4,-17.71,39.39,"2020-04-11","2020-04-11 10","2020-04-11 04:01:25","2020-04-11 10BTC"
27.09,55.27,1,"Bitcoin","BTC",7274.7,-0.07,-0.35,-0.54,-0.51,9.01,-7.95,-10.77,-16.09,18.69,"2020-04-10","2020-04-10 02","2020-04-09 20:02:51","2020-04-10 02BTC"
43.81,51.95,1,"Bitcoin","BTC",6871.1,0.13,0.09,-0.36,-1.19,0.27,-13.71,-14.29,-17.6,39.02,"2020-04-11","2020-04-11 11","2020-04-11 05:00:35","2020-04-11 11BTC"
43.81,51.95,1,"Bitcoin","BTC",6871.1,0.13,0.09,-0.36,-1.19,0.27,-13.71,-14.29,-17.6,39.02,"2020-04-11","2020-04-11 11","2020-04-11 05:00:35","2020-04-11 11BTC"
26.43,55.09,1,"Bitcoin","BTC",7262.5,0.29,-0.1,-0.57,-0.81,8.83,-8.1,-10.92,-16.23,18.24,"2020-04-10","2020-04-10 03","2020-04-09 21:01:27","2020-04-10 03BTC"
26.4,54.36,1,"Bitcoin","BTC",7180.4,-0.54,-1.1,-1.65,-1.44,7.6,-9.14,-11.93,-17.18,17.81,"2020-04-10","2020-04-10 04","2020-04-09 22:00:44","2020-04-10 04BTC"
43.24,52.22,1,"Bitcoin","BTC",6893.9,0.01,0.33,-0.11,-0.39,0.6,-13.42,-14,-17.33,38.54,"2020-04-11","2020-04-11 12","2020-04-11 06:00:33","2020-04-11 12BTC"
43.24,52.22,1,"Bitcoin","BTC",6893.9,0.01,0.33,-0.11,-0.39,0.6,-13.42,-14,-17.33,38.54,"2020-04-11","2020-04-11 12","2020-04-11 06:00:33","2020-04-11 12BTC"
42.63,52.12,1,"Bitcoin","BTC",6888,0.04,-0.08,0.34,-0.76,0.52,-13.49,-14.08,-17.4,38.07,"2020-04-11","2020-04-11 13","2020-04-11 07:00:51","2020-04-11 13BTC"
42.63,52.12,1,"Bitcoin","BTC",6888,0.04,-0.08,0.34,-0.76,0.52,-13.49,-14.08,-17.4,38.07,"2020-04-11","2020-04-11 13","2020-04-11 07:00:51","2020-04-11 13BTC"
27.73,54.21,1,"Bitcoin","BTC",7143.9,0.1,-0.48,-1.73,-1.98,7.05,-9.6,-12.38,-17.6,17.72,"2020-04-10","2020-04-10 05","2020-04-09 23:00:38","2020-04-10 05BTC"
43.48,51.85,1,"Bitcoin","BTC",6831.9,NA,-0.25,-0.69,-0.58,-0.3,-14.2,-14.78,-18.07,37.71,"2020-04-11","2020-04-11 17","2020-04-11 11:00:45","2020-04-11 17BTC"
42.1,52.89,1,"Bitcoin","BTC",6980,0,-2.55,-3.86,-4.42,4.6,-11.68,-14.39,-19.49,36.71,"2020-04-10","2020-04-10 06","2020-04-10 00:00:38","2020-04-10 06BTC"
43.43,51.73,1,"Bitcoin","BTC",6837.6,0.14,0.13,-0.4,-0.64,-0.22,-14.13,-14.71,-18,37.5,"2020-04-11","2020-04-11 18","2020-04-11 12:00:47","2020-04-11 18BTC"
43.43,51.73,1,"Bitcoin","BTC",6837.6,0.14,0.13,-0.4,-0.64,-0.22,-14.13,-14.71,-18,37.5,"2020-04-11","2020-04-11 18","2020-04-11 12:00:47","2020-04-11 18BTC"
41.87,52.96,1,"Bitcoin","BTC",6983.8,0.07,0.06,-2.5,-4.52,4.65,-11.63,-14.34,-19.45,36.56,"2020-04-10","2020-04-10 07","2020-04-10 01:01:14","2020-04-10 07BTC"
41.85,51.63,1,"Bitcoin","BTC",6820.7,-0.13,-0.08,-0.42,-1.58,-0.46,-14.34,-14.92,-18.2,36.08,"2020-04-11","2020-04-11 19","2020-04-11 13:00:44","2020-04-11 19BTC"
41.85,51.63,1,"Bitcoin","BTC",6820.7,-0.13,-0.08,-0.42,-1.58,-0.46,-14.34,-14.92,-18.2,36.08,"2020-04-11","2020-04-11 19","2020-04-11 13:00:44","2020-04-11 19BTC"
41.5,51.52,1,"Bitcoin","BTC",6819.7,-0.13,-0.18,-0.13,-1.19,-0.48,-14.35,-14.93,-18.21,35.8,"2020-04-11","2020-04-11 20","2020-04-11 14:00:41","2020-04-11 20BTC"
47.45,52.54,1,"Bitcoin","BTC",6948.2,0.14,-0.48,-2.99,-5.25,4.12,-12.08,-14.78,-19.86,41.6,"2020-04-10","2020-04-10 08","2020-04-10 02:00:50","2020-04-10 08BTC"
41.39,51.4,1,"Bitcoin","BTC",6814.7,0.22,-0.32,-0.16,-1.72,-0.55,-14.41,-14.99,-18.27,35.58,"2020-04-11","2020-04-11 21","2020-04-11 15:00:38","2020-04-11 21BTC"
41.39,51.4,1,"Bitcoin","BTC",6814.7,0.22,-0.32,-0.16,-1.72,-0.55,-14.41,-14.99,-18.27,35.58,"2020-04-11","2020-04-11 21","2020-04-11 15:00:38","2020-04-11 21BTC"
47.46,52.49,1,"Bitcoin","BTC",6947.4,-0.14,0.06,-0.46,-5.36,4.11,-12.09,-14.79,-19.87,41.37,"2020-04-10","2020-04-10 09","2020-04-10 03:00:48","2020-04-10 09BTC"
40.97,52.1,1,"Bitcoin","BTC",6877.8,0.29,0.07,0.6,0.08,0.37,-13.62,-14.21,-17.52,35.24,"2020-04-11","2020-04-11 22","2020-04-11 16:09:10","2020-04-11 22BTC"
40.97,52.1,1,"Bitcoin","BTC",6877.8,0.29,0.07,0.6,0.08,0.37,-13.62,-14.21,-17.52,35.24,"2020-04-11","2020-04-11 22","2020-04-11 16:09:10","2020-04-11 22BTC"
47.44,52.3,1,"Bitcoin","BTC",6928.6,0.35,-0.2,-0.76,-5.12,3.83,-12.33,-15.02,-20.08,41.22,"2020-04-10","2020-04-10 10","2020-04-10 04:01:14","2020-04-10 10BTC"
40.45,52.09,1,"Bitcoin","BTC",6887.9,0.03,0.22,0.75,0.23,0.52,-13.5,-14.08,-17.4,34.83,"2020-04-11","2020-04-11 23","2020-04-11 17:00:33","2020-04-11 23BTC"
40.45,52.09,1,"Bitcoin","BTC",6887.9,0.03,0.22,0.75,0.23,0.52,-13.5,-14.08,-17.4,34.83,"2020-04-11","2020-04-11 23","2020-04-11 17:00:33","2020-04-11 23BTC"
47.16,52.62,1,"Bitcoin","BTC",6965.3,0.36,0.57,0.31,-4.81,4.38,-11.86,-14.57,-19.66,41,"2020-04-10","2020-04-10 11","2020-04-10 05:00:53","2020-04-10 11BTC"
39.84,52.22,1,"Bitcoin","BTC",6900.3,0.08,0.21,1.31,0.24,0.7,-13.34,-13.92,-17.25,34.27,"2020-04-12","2020-04-12 00","2020-04-11 18:00:56","2020-04-12 00BTC"
39.84,52.22,1,"Bitcoin","BTC",6900.3,0.08,0.21,1.31,0.24,0.7,-13.34,-13.92,-17.25,34.27,"2020-04-12","2020-04-12 00","2020-04-11 18:00:56","2020-04-12 00BTC"
39.15,52.15,1,"Bitcoin","BTC",6899.8,0.35,0.01,0.39,-0.3,1.76,33.74,-15.56,-17.13,33.71,"2020-04-12","2020-04-12 01","2020-04-11 19:00:39","2020-04-12 01BTC"
39.15,52.15,1,"Bitcoin","BTC",6899.8,0.35,0.01,0.39,-0.3,1.76,33.74,-15.56,-17.13,33.71,"2020-04-12","2020-04-12 01","2020-04-11 19:00:39","2020-04-12 01BTC"
47.02,52.39,1,"Bitcoin","BTC",6928,-0.5,-0.21,0.03,-5.11,3.82,-12.33,-15.02,-20.09,40.9,"2020-04-10","2020-04-10 13","2020-04-10 07:00:44","2020-04-10 13BTC"
38.54,52.11,1,"Bitcoin","BTC",6888.2,0.24,-0.1,0.03,-0.65,1.59,33.52,-15.7,-17.26,33.19,"2020-04-12","2020-04-12 02","2020-04-11 20:00:43","2020-04-12 02BTC"
47.6,52.18,1,"Bitcoin","BTC",6905.3,-0.83,-0.51,-0.7,-5.9,3.48,-12.62,-15.3,-20.35,40.39,"2020-04-10","2020-04-10 14","2020-04-10 08:00:41","2020-04-10 14BTC"
38.1,51.73,1,"Bitcoin","BTC",6839.7,0.2,-0.58,-0.86,-1.24,0.87,32.58,-16.29,-17.85,32.87,"2020-04-12","2020-04-12 03","2020-04-11 21:00:31","2020-04-12 03BTC"
38.1,51.73,1,"Bitcoin","BTC",6839.7,0.2,-0.58,-0.86,-1.24,0.87,32.58,-16.29,-17.85,32.87,"2020-04-12","2020-04-12 03","2020-04-11 21:00:31","2020-04-12 03BTC"
47.29,51.98,1,"Bitcoin","BTC",6881.9,-0.16,-0.35,-0.57,-6,3.13,-12.92,-15.59,-20.62,41.43,"2020-04-10","2020-04-10 15","2020-04-10 09:00:44","2020-04-10 15BTC"
37.64,51.58,1,"Bitcoin","BTC",6823.3,-0.21,-0.23,-1.04,-1.39,0.63,32.26,-16.49,-18.04,32.52,"2020-04-12","2020-04-12 04","2020-04-11 22:00:33","2020-04-12 04BTC"
37.64,51.58,1,"Bitcoin","BTC",6823.3,-0.21,-0.23,-1.04,-1.39,0.63,32.26,-16.49,-18.04,32.52,"2020-04-12","2020-04-12 04","2020-04-11 22:00:33","2020-04-12 04BTC"
56.16,51.28,1,"Bitcoin","BTC",6817.4,0.31,-0.88,-1.78,-6.26,2.16,-13.73,-16.38,-21.37,49.37,"2020-04-10","2020-04-10 16","2020-04-10 10:00:48","2020-04-10 16BTC"
37.24,51.74,1,"Bitcoin","BTC",6856.4,0.4,0.57,-0.34,-0.89,1.12,32.9,-16.09,-17.65,32.24,"2020-04-12","2020-04-12 05","2020-04-11 23:00:34","2020-04-12 05BTC"
56.31,51.81,1,"Bitcoin","BTC",6874.8,0.71,1.12,-0.46,-5.58,3.02,-13.01,-15.68,-20.7,49.12,"2020-04-10","2020-04-10 17","2020-04-10 11:00:53","2020-04-10 17BTC"
36.8,51.91,1,"Bitcoin","BTC",6883.4,0.45,0.51,0.65,-0.73,1.52,33.42,-15.76,-17.32,31.89,"2020-04-12","2020-04-12 06","2020-04-12 00:00:42","2020-04-12 06BTC"
55.75,52.03,1,"Bitcoin","BTC",6886.4,-0.11,0.21,0.12,-5.56,3.19,-12.86,-15.54,-20.57,48.64,"2020-04-10","2020-04-10 18","2020-04-10 12:00:54","2020-04-10 18BTC"
36.32,51.66,1,"Bitcoin","BTC",6834.8,-0.33,-0.58,0.25,-1.39,0.8,32.48,-16.35,-17.91,31.49,"2020-04-12","2020-04-12 07","2020-04-12 01:00:42","2020-04-12 07BTC"
36.32,51.66,1,"Bitcoin","BTC",6834.8,-0.33,-0.58,0.25,-1.39,0.8,32.48,-16.35,-17.91,31.49,"2020-04-12","2020-04-12 07","2020-04-12 01:00:42","2020-04-12 07BTC"
35.87,51.92,1,"Bitcoin","BTC",6856.7,0.17,0.43,0.12,-0.57,1.12,32.91,-16.08,-17.64,31.13,"2020-04-12","2020-04-12 08","2020-04-12 02:00:40","2020-04-12 08BTC"
35.87,51.92,1,"Bitcoin","BTC",6856.7,0.17,0.43,0.12,-0.57,1.12,32.91,-16.08,-17.64,31.13,"2020-04-12","2020-04-12 08","2020-04-12 02:00:40","2020-04-12 08BTC"
55.11,52.32,1,"Bitcoin","BTC",6939.3,0.27,0.84,2.07,-4.35,3.99,-12.19,-14.89,-19.96,48.15,"2020-04-10","2020-04-10 19","2020-04-10 13:00:42","2020-04-10 19BTC"
35.37,52.01,1,"Bitcoin","BTC",6854.8,0,0.01,-0.29,-0.67,1.09,32.87,-16.11,-17.67,30.74,"2020-04-12","2020-04-12 09","2020-04-12 03:00:33","2020-04-12 09BTC"
34.85,52.07,1,"Bitcoin","BTC",6878.3,0.35,0.34,0.74,0.2,1.44,33.32,-15.82,-17.38,30.32,"2020-04-12","2020-04-12 10","2020-04-12 04:01:03","2020-04-12 10BTC"
34.85,52.07,1,"Bitcoin","BTC",6878.3,0.35,0.34,0.74,0.2,1.44,33.32,-15.82,-17.38,30.32,"2020-04-12","2020-04-12 10","2020-04-12 04:01:03","2020-04-12 10BTC"
54.34,52.16,1,"Bitcoin","BTC",6910.8,-0.2,-0.28,0.57,-4.97,3.56,-12.55,-15.23,-20.29,47.38,"2020-04-10","2020-04-10 20","2020-04-10 14:00:35","2020-04-10 20BTC"
34.34,51.95,1,"Bitcoin","BTC",6866.2,0.15,-0.02,0.18,-0.07,1.26,33.09,-15.97,-17.53,29.93,"2020-04-12","2020-04-12 11","2020-04-12 05:00:37","2020-04-12 11BTC"
34.34,51.95,1,"Bitcoin","BTC",6866.2,0.15,-0.02,0.18,-0.07,1.26,33.09,-15.97,-17.53,29.93,"2020-04-12","2020-04-12 11","2020-04-12 05:00:37","2020-04-12 11BTC"
33.8,52.09,1,"Bitcoin","BTC",6873,-0.21,0.02,0.26,-0.3,1.36,33.22,-15.89,-17.45,29.49,"2020-04-12","2020-04-12 12","2020-04-12 06:00:35","2020-04-12 12BTC"
52.67,52.43,1,"Bitcoin","BTC",6918.3,0.41,0.23,0.23,-4.84,0.96,-13.11,-13.7,-17.03,46.11,"2020-04-11","2020-04-11 02","2020-04-10 20:01:44","2020-04-11 02BTC"
33.16,52.42,1,"Bitcoin","BTC",6921.2,-0.14,0.84,0.78,0.44,2.07,34.16,-15.3,-16.87,28.91,"2020-04-12","2020-04-12 13","2020-04-12 07:00:33","2020-04-12 13BTC"
33.16,52.42,1,"Bitcoin","BTC",6921.2,-0.14,0.84,0.78,0.44,2.07,34.16,-15.3,-16.87,28.91,"2020-04-12","2020-04-12 13","2020-04-12 07:00:33","2020-04-12 13BTC"
51.77,51.86,1,"Bitcoin","BTC",6862.9,-0.39,-0.57,0.26,-5.48,0.15,-13.81,-14.39,-17.7,45.31,"2020-04-11","2020-04-11 03","2020-04-10 21:00:49","2020-04-11 03BTC"
50.18,52.5,1,"Bitcoin","BTC",6915.8,0.38,0.2,-0.07,-3.45,0.92,-13.15,-13.73,-17.06,44.12,"2020-04-11","2020-04-11 04","2020-04-10 22:09:10","2020-04-11 04BTC"
48.7,52.45,1,"Bitcoin","BTC",6916.3,0.38,-0.07,-0.05,-0.91,0.93,-13.14,-13.73,-17.06,42.96,"2020-04-11","2020-04-11 06","2020-04-11 00:00:53","2020-04-11 06BTC"
32.43,52.57,1,"Bitcoin","BTC",6932.5,0.24,0.2,0.89,0.78,2.24,34.38,-15.16,-16.73,28.34,"2020-04-12","2020-04-12 14","2020-04-12 08:00:44","2020-04-12 14BTC"
32.43,52.57,1,"Bitcoin","BTC",6932.5,0.24,0.2,0.89,0.78,2.24,34.38,-15.16,-16.73,28.34,"2020-04-12","2020-04-12 14","2020-04-12 08:00:44","2020-04-12 14BTC"
31.7,52.98,1,"Bitcoin","BTC",6992.7,0.12,0.86,1.89,1.86,3.13,35.54,-14.42,-16.01,27.58,"2020-04-12","2020-04-12 15","2020-04-12 09:00:37","2020-04-12 15BTC"
31.7,52.98,1,"Bitcoin","BTC",6992.7,0.12,0.86,1.89,1.86,3.13,35.54,-14.42,-16.01,27.58,"2020-04-12","2020-04-12 15","2020-04-12 09:00:37","2020-04-12 15BTC"
46.6,52.7,1,"Bitcoin","BTC",6940.3,0.73,0.09,0.3,-0.6,1.28,-12.84,-13.43,-16.77,41.21,"2020-04-11","2020-04-11 07","2020-04-11 01:00:41","2020-04-11 07BTC"
30.96,53.13,1,"Bitcoin","BTC",7016.2,0.34,0.44,1.41,2.44,3.47,36,-14.13,-15.73,26.89,"2020-04-12","2020-04-12 16","2020-04-12 10:00:53","2020-04-12 16BTC"
30.96,53.13,1,"Bitcoin","BTC",7016.2,0.34,0.44,1.41,2.44,3.47,36,-14.13,-15.73,26.89,"2020-04-12","2020-04-12 16","2020-04-12 10:00:53","2020-04-12 16BTC"
30.7,53.89,1,"Bitcoin","BTC",7126.7,0.56,1.62,2.79,4.37,5.1,38.14,-12.78,-14.4,26.48,"2020-04-12","2020-04-12 17","2020-04-12 11:00:44","2020-04-12 17BTC"
30.7,53.89,1,"Bitcoin","BTC",7126.7,0.56,1.62,2.79,4.37,5.1,38.14,-12.78,-14.4,26.48,"2020-04-12","2020-04-12 17","2020-04-12 11:00:44","2020-04-12 17BTC"
45.59,52.31,1,"Bitcoin","BTC",6901.3,0.21,-0.43,-0.24,-0.61,0.71,-13.33,-13.91,-17.24,40.34,"2020-04-11","2020-04-11 08","2020-04-11 02:00:46","2020-04-11 08BTC"
31.06,53.69,1,"Bitcoin","BTC",7090.6,0.42,-0.39,1.5,3.88,4.57,37.44,-13.22,-14.83,27.19,"2020-04-12","2020-04-12 18","2020-04-12 12:00:39","2020-04-12 18BTC"
31.06,53.69,1,"Bitcoin","BTC",7090.6,0.42,-0.39,1.5,3.88,4.57,37.44,-13.22,-14.83,27.19,"2020-04-12","2020-04-12 18","2020-04-12 12:00:39","2020-04-12 18BTC"
