"Index","BITEX","Rank","Name","Symbol","Price","Performance15min","Performance1h","Performance3h","Performance1d","Performance7d","Performance1m","Performance3m","Performance6m","Volatility","Date","pkDummy","DateTime","pkey"
22.44,65.67,1,"Bitcoin","BTC",8829.1,-0.06,-0.02,0.38,-0.22,-5.2,6.05,-22.54,26.47,19.51,"2019-11-12","2019-11-12 21","2019-11-12 14:15:57","2019-11-12 21BTC"
21.94,65.58,1,"Bitcoin","BTC",8816.6,-0.02,-0.2,-0.46,0.47,-5.34,5.9,-22.65,26.29,19.07,"2019-11-12","2019-11-12 22","2019-11-12 15:16:38","2019-11-12 22BTC"
21.5,65.45,1,"Bitcoin","BTC",8819.2,0.23,-0.14,-0.13,0.39,-5.31,5.93,-22.63,26.33,18.66,"2019-11-12","2019-11-12 23","2019-11-12 16:13:35","2019-11-12 23BTC"
21,65.55,1,"Bitcoin","BTC",8817.8,-0.63,-0.5,-0.19,0.43,-5.63,5.42,-19.15,12.74,18.2,"2019-11-13","2019-11-13 00","2019-11-12 17:14:05","2019-11-13 00BTC"
20.55,65.39,1,"Bitcoin","BTC",8816.9,-0.02,-0.05,-0.16,0.47,-5.64,5.41,-19.15,12.73,17.78,"2019-11-13","2019-11-13 01","2019-11-12 18:13:05","2019-11-13 01BTC"
20.15,65.2,1,"Bitcoin","BTC",8793.3,-0.1,-0.1,-0.77,0.19,-5.89,5.13,-19.37,12.43,17.41,"2019-11-13","2019-11-13 02","2019-11-12 19:14:07","2019-11-13 02BTC"
19.97,65.25,1,"Bitcoin","BTC",8770.6,-0.18,-0.15,-0.58,-0.03,-6.13,4.86,-19.58,12.14,17.12,"2019-11-13","2019-11-13 03","2019-11-12 20:13:31","2019-11-13 03BTC"
19.83,65.23,1,"Bitcoin","BTC",8779.5,-0.01,-0.01,-0.25,0.08,-6.04,4.96,-19.5,12.25,16.83,"2019-11-13","2019-11-13 04","2019-11-12 21:15:23","2019-11-13 04BTC"
19.63,65.2,1,"Bitcoin","BTC",8774.4,0.1,0.13,-0.1,0.11,-6.09,4.9,-19.54,12.19,16.62,"2019-11-13","2019-11-13 05","2019-11-12 22:11:50","2019-11-13 05BTC"
19.42,65.13,1,"Bitcoin","BTC",8767.7,-0.32,-0.14,-0.14,-0.29,-6.16,4.82,-19.61,12.1,16.35,"2019-11-13","2019-11-13 06","2019-11-12 23:14:18","2019-11-13 06BTC"
19.12,65.38,1,"Bitcoin","BTC",8795,0.08,-0.13,0.37,-0.24,-5.87,5.15,-19.35,12.45,16.07,"2019-11-13","2019-11-13 07","2019-11-13 00:13:51","2019-11-13 07BTC"
18.8,65.39,1,"Bitcoin","BTC",8831.7,0.11,-0.15,0.59,0.1,-5.48,5.59,-19.02,12.92,15.73,"2019-11-13","2019-11-13 08","2019-11-13 01:12:23","2019-11-13 08BTC"
18.47,65.57,1,"Bitcoin","BTC",8830.9,0.06,0.25,0.28,0.15,-5.49,5.58,-19.03,12.91,15.37,"2019-11-13","2019-11-13 09","2019-11-13 02:12:45","2019-11-13 09BTC"
21.91,65.83,1,"Bitcoin","BTC",8831.6,0.02,0.01,-0.15,-0.01,-5.48,5.58,-19.02,12.92,19.31,"2019-11-13","2019-11-13 10","2019-11-13 03:15:31","2019-11-13 10BTC"
21.58,65.77,1,"Bitcoin","BTC",8851.3,0.16,-0.46,0.48,0.16,-5.27,5.82,-18.84,13.17,18.88,"2019-11-13","2019-11-13 11","2019-11-13 04:12:28","2019-11-13 11BTC"
21.63,65.43,1,"Bitcoin","BTC",8847.9,0.36,0.69,0.19,0.68,-5.3,5.78,-18.87,13.13,18.49,"2019-11-13","2019-11-13 12","2019-11-13 05:04:22","2019-11-13 12BTC"
21.37,65.42,1,"Bitcoin","BTC",8823.1,0.15,0.31,-0.09,0.4,-5.57,5.48,-19.1,12.81,18.06,"2019-11-13","2019-11-13 13","2019-11-13 06:01:10","2019-11-13 13BTC"
21.41,65.49,1,"Bitcoin","BTC",8824,0.72,0.09,0.32,0.82,-5.56,5.5,-19.09,12.82,17.68,"2019-11-13","2019-11-13 14","2019-11-13 07:03:34","2019-11-13 14BTC"
20.94,65.69,1,"Bitcoin","BTC",8839.9,0.1,-0.11,0.31,0.59,-5.39,5.68,-18.94,13.03,17.3,"2019-11-13","2019-11-13 15","2019-11-13 08:01:19","2019-11-13 15BTC"
20.61,65.44,1,"Bitcoin","BTC",8773,-0.51,-0.69,-0.49,-0.08,-6.11,4.89,-19.56,12.17,16.87,"2019-11-13","2019-11-13 16","2019-11-13 09:07:02","2019-11-13 16BTC"
21.6,65.47,1,"Bitcoin","BTC",8815.2,-0.7,0.25,-0.26,0.14,-5.65,5.39,-19.17,12.71,17.45,"2019-11-13","2019-11-13 17","2019-11-13 10:01:22","2019-11-13 17BTC"
22.69,66.3,1,"Bitcoin","BTC",8854.8,0.25,-0.38,0.24,0.67,-5.23,5.86,-18.81,13.22,19.24,"2019-11-13","2019-11-13 18","2019-11-13 11:02:30","2019-11-13 18BTC"
22.27,65.59,1,"Bitcoin","BTC",8810.3,-0.03,-0.88,-0.27,0.17,-5.71,5.33,-19.22,12.65,18.84,"2019-11-13","2019-11-13 19","2019-11-13 12:03:05","2019-11-13 19BTC"
21.87,65.57,1,"Bitcoin","BTC",8825.1,0.12,0.08,-0.71,-0.07,-5.55,5.51,-19.08,12.84,18.31,"2019-11-13","2019-11-13 20","2019-11-13 13:02:40","2019-11-13 20BTC"
21.38,65.63,1,"Bitcoin","BTC",8828.4,0.1,-0.04,0.07,-0.07,-5.51,5.55,-19.05,12.88,17.87,"2019-11-13","2019-11-13 21","2019-11-13 14:00:59","2019-11-13 21BTC"
20.97,65.66,1,"Bitcoin","BTC",8841.5,-0.21,0.07,0.27,0.12,-5.37,5.7,-18.93,13.05,17.42,"2019-11-13","2019-11-13 22","2019-11-13 15:01:59","2019-11-13 22BTC"
20.58,65.53,1,"Bitcoin","BTC",8828.3,-0.06,0.14,-0.07,-0.38,-5.51,5.55,-19.05,12.88,17.01,"2019-11-13","2019-11-13 23","2019-11-13 16:01:29","2019-11-13 23BTC"
20.11,65.61,1,"Bitcoin","BTC",8830.7,0.29,0.32,-0.05,0.1,-4.29,5.43,-11.87,10.29,16.57,"2019-11-14","2019-11-14 00","2019-11-13 17:04:41","2019-11-14 00BTC"
19.7,65.58,1,"Bitcoin","BTC",8839.3,0.22,0.25,0.26,0.43,-4.2,5.54,-11.78,10.4,16.16,"2019-11-14","2019-11-14 01","2019-11-13 18:01:36","2019-11-14 01BTC"
19.4,65.34,1,"Bitcoin","BTC",8790.1,-0.05,0.04,-0.14,0.08,-4.73,4.95,-12.28,9.78,15.75,"2019-11-14","2019-11-14 02","2019-11-13 19:01:42","2019-11-14 02BTC"
19.06,65.27,1,"Bitcoin","BTC",8782.7,0.16,-0.04,-0.22,-0.01,-4.81,4.86,-12.35,9.69,15.5,"2019-11-14","2019-11-14 03","2019-11-13 20:00:52","2019-11-14 03BTC"
19.12,65.33,1,"Bitcoin","BTC",8791.5,0.1,0.12,0.06,0.33,-4.72,4.96,-12.26,9.8,15.18,"2019-11-14","2019-11-14 04","2019-11-13 21:02:25","2019-11-14 04BTC"
20.21,64.63,1,"Bitcoin","BTC",8699.4,0,0.1,-0.83,-0.91,-5.72,3.86,-13.18,8.65,14.99,"2019-11-14","2019-11-14 05","2019-11-13 22:01:04","2019-11-14 05BTC"
20.37,64.88,1,"Bitcoin","BTC",8759.6,0.6,0.34,-0.24,-0.53,-5.07,4.58,-12.58,9.4,15.39,"2019-11-14","2019-11-14 06","2019-11-13 23:02:41","2019-11-14 06BTC"
20.11,65,1,"Bitcoin","BTC",8773.5,0.8,0.31,0.91,-0.37,-4.91,4.75,-12.44,9.58,15.23,"2019-11-14","2019-11-14 07","2019-11-14 00:01:17","2019-11-14 07BTC"
19.98,64.63,1,"Bitcoin","BTC",8696.7,-0.3,0.01,-0.5,-1.28,-5.75,3.83,-13.21,8.62,15.02,"2019-11-14","2019-11-14 08","2019-11-14 01:02:45","2019-11-14 08BTC"
24.32,64.72,1,"Bitcoin","BTC",8667.7,-0.13,-0.57,-1.12,-1.85,-6.06,3.49,-13.5,8.25,20.06,"2019-11-14","2019-11-14 09","2019-11-14 02:02:52","2019-11-14 09BTC"
24.14,64.76,1,"Bitcoin","BTC",8743.2,0.87,0.02,0.55,-0.99,-5.24,4.39,-12.74,9.2,19.87,"2019-11-14","2019-11-14 10","2019-11-14 03:01:06","2019-11-14 10BTC"
23.8,64.52,1,"Bitcoin","BTC",8713.4,-0.36,0.33,-0.05,-0.93,-5.57,4.03,-13.04,8.82,19.59,"2019-11-14","2019-11-14 11","2019-11-14 04:03:07","2019-11-14 11BTC"
23.86,64.63,1,"Bitcoin","BTC",8703.1,0.27,0.23,-0.17,-1.05,-5.68,3.91,-13.14,8.7,19.39,"2019-11-14","2019-11-14 12","2019-11-14 05:01:28","2019-11-14 12BTC"
23.54,64.78,1,"Bitcoin","BTC",8718.4,0.19,0.11,0.41,-1.11,-5.51,4.09,-12.99,8.89,19.19,"2019-11-14","2019-11-14 13","2019-11-14 06:03:33","2019-11-14 13BTC"
23.33,65.09,1,"Bitcoin","BTC",8745.6,0,-0.21,0.7,-1.05,-5.22,4.42,-12.72,9.23,18.89,"2019-11-14","2019-11-14 14","2019-11-14 07:03:25","2019-11-14 14BTC"
23.08,64.95,1,"Bitcoin","BTC",8745.2,-0.27,0.21,0.43,-1,-5.22,4.41,-12.72,9.22,18.57,"2019-11-14","2019-11-14 15","2019-11-14 08:01:11","2019-11-14 15BTC"
26.45,64.49,1,"Bitcoin","BTC",8711.6,-0.55,0.31,-0.59,-1.04,-5.59,4.01,-13.06,8.8,23.4,"2019-11-14","2019-11-14 16","2019-11-14 09:01:48","2019-11-14 16BTC"
26.02,64.89,1,"Bitcoin","BTC",8753.7,0.1,0.8,-0.11,-0.57,-5.13,4.51,-12.64,9.33,22.98,"2019-11-14","2019-11-14 17","2019-11-14 10:00:36","2019-11-14 17BTC"
25.52,65.02,1,"Bitcoin","BTC",8783.8,0.75,0.48,1.14,-0.44,-4.8,4.87,-12.34,9.7,22.53,"2019-11-14","2019-11-14 18","2019-11-14 11:01:05","2019-11-14 18BTC"
25.54,64.74,1,"Bitcoin","BTC",8709.5,0.1,-0.06,-0.4,-1.23,-5.61,3.99,-13.08,8.78,22.13,"2019-11-14","2019-11-14 19","2019-11-14 12:03:06","2019-11-14 19BTC"
25.09,64.73,1,"Bitcoin","BTC",8719,0.25,0,-0.32,-1.31,-5.5,4.1,-12.99,8.89,21.76,"2019-11-14","2019-11-14 20","2019-11-14 13:02:12","2019-11-14 20BTC"
24.74,64.97,1,"Bitcoin","BTC",8750.4,0.56,-0.02,0.41,-0.96,-5.17,4.47,-12.67,9.29,21.37,"2019-11-14","2019-11-14 21","2019-11-14 14:01:07","2019-11-14 21BTC"
24.26,64.81,1,"Bitcoin","BTC",8733.7,0.05,0.1,0.17,-0.95,-5.35,4.28,-12.84,9.08,20.95,"2019-11-14","2019-11-14 22","2019-11-14 15:02:01","2019-11-14 22BTC"
27.68,64.66,1,"Bitcoin","BTC",8692.7,-0.26,-0.09,-0.7,-1.25,-5.79,3.79,-13.25,8.57,25.83,"2019-11-14","2019-11-14 23","2019-11-14 16:01:13","2019-11-14 23BTC"
27.28,64.78,1,"Bitcoin","BTC",8679.6,-0.27,-0.22,-0.85,-1.4,-5.93,3.63,-13.38,8.4,25.33,"2019-11-15","2019-11-15 00","2019-11-14 17:02:05","2019-11-15 00BTC"
26.8,64.5,1,"Bitcoin","BTC",8676.1,-0.14,0.03,-0.26,-1.26,-1.62,5.93,-16.03,6,24.87,"2019-11-15","2019-11-15 01","2019-11-14 18:01:39","2019-11-15 01BTC"
26.9,64.12,1,"Bitcoin","BTC",8611.3,-0.52,-0.2,-1.17,-1.83,-2.35,5.14,-16.66,5.21,24.56,"2019-11-15","2019-11-15 02","2019-11-14 19:02:50","2019-11-15 02BTC"
28.26,63.65,1,"Bitcoin","BTC",8565.1,-0.2,0.07,-1.25,-2.46,-2.88,4.57,-17.11,4.64,24.41,"2019-11-15","2019-11-15 03","2019-11-14 20:02:29","2019-11-15 03BTC"
28.04,63.94,1,"Bitcoin","BTC",8594.3,0,0.41,-0.92,-2.12,-2.55,4.93,-16.82,5,24.24,"2019-11-15","2019-11-15 04","2019-11-14 21:04:11","2019-11-15 04BTC"
28.13,63.94,1,"Bitcoin","BTC",8593.8,-0.02,-0.18,-0.38,-1.16,-2.55,4.93,-16.83,4.99,24.03,"2019-11-15","2019-11-15 05","2019-11-14 22:03:01","2019-11-15 05BTC"
27.82,63.99,1,"Bitcoin","BTC",8619.4,0.18,0.14,0.71,-1.38,-2.26,5.24,-16.58,5.31,23.83,"2019-11-15","2019-11-15 06","2019-11-14 23:03:00","2019-11-15 06BTC"
27.4,64.16,1,"Bitcoin","BTC",8631.7,0.03,0.02,0.26,-1.53,-2.12,5.39,-16.46,5.46,23.55,"2019-11-15","2019-11-15 07","2019-11-15 00:01:52","2019-11-15 07BTC"
26.98,64.15,1,"Bitcoin","BTC",8632.5,0.37,0,0.03,-0.97,-2.11,5.4,-16.45,5.47,23.2,"2019-11-15","2019-11-15 08","2019-11-15 01:03:27","2019-11-15 08BTC"
26.47,64.58,1,"Bitcoin","BTC",8693.6,0.2,0.71,0.73,-0.27,-1.42,6.14,-15.86,6.21,22.78,"2019-11-15","2019-11-15 09","2019-11-15 02:01:13","2019-11-15 09BTC"
25.88,64.46,1,"Bitcoin","BTC",8678.7,0.14,0.17,0.53,-0.05,-1.59,5.96,-16.01,6.03,22.24,"2019-11-15","2019-11-15 10","2019-11-15 03:03:33","2019-11-15 10BTC"
25.39,64.74,1,"Bitcoin","BTC",8725.6,0.26,0.16,0.41,0.47,-1.06,6.53,-15.55,6.6,21.75,"2019-11-15","2019-11-15 11","2019-11-15 04:02:04","2019-11-15 11BTC"
24.8,64.41,1,"Bitcoin","BTC",8678.7,-0.53,0.19,0.17,-0.33,-1.59,5.96,-16.01,6.03,21.2,"2019-11-15","2019-11-15 12","2019-11-15 05:02:27","2019-11-15 12BTC"
24.25,64.78,1,"Bitcoin","BTC",8737.3,0.31,0.87,0.85,0.34,-0.92,6.68,-15.44,6.75,20.71,"2019-11-15","2019-11-15 13","2019-11-15 06:01:37","2019-11-15 13BTC"
23.63,64.86,1,"Bitcoin","BTC",8715.5,-0.08,-0.26,0.62,-0.32,-1.17,6.41,-15.65,6.48,20.14,"2019-11-15","2019-11-15 14","2019-11-15 07:05:27","2019-11-15 14BTC"
29.7,63.33,1,"Bitcoin","BTC",8545.1,0.15,0.02,-1.93,-1.6,-3.1,4.33,-17.3,4.4,25.36,"2019-11-15","2019-11-15 15","2019-11-15 08:04:23","2019-11-15 15BTC"
31.16,63.26,1,"Bitcoin","BTC",8528.8,-0.33,0,-2.4,-2.47,-3.29,4.13,-17.46,4.2,25.13,"2019-11-15","2019-11-15 16","2019-11-15 09:03:28","2019-11-15 16BTC"
31.1,63.42,1,"Bitcoin","BTC",8575.4,0.77,0.24,0.37,-1.96,-2.76,4.7,-17.01,4.77,25.28,"2019-11-15","2019-11-15 17","2019-11-15 10:01:12","2019-11-15 17BTC"
30.75,63.61,1,"Bitcoin","BTC",8579.6,0.16,-0.05,0.59,-1.55,-2.71,4.75,-16.96,4.82,25.05,"2019-11-15","2019-11-15 18","2019-11-15 11:03:06","2019-11-15 18BTC"
30.47,63.52,1,"Bitcoin","BTC",8588.5,0.07,0.2,0.41,-1.5,-2.61,4.86,-16.88,4.93,24.83,"2019-11-15","2019-11-15 19","2019-11-15 12:02:13","2019-11-15 19BTC"
30.17,63.42,1,"Bitcoin","BTC",8548.6,-0.09,-0.27,-0.06,-1.96,-3.06,4.37,-17.26,4.44,24.62,"2019-11-15","2019-11-15 20","2019-11-15 13:03:32","2019-11-15 20BTC"
29.56,63.56,1,"Bitcoin","BTC",8572.6,0.06,-0.59,0.01,-1.75,-2.79,4.67,-17.03,4.73,24.24,"2019-11-15","2019-11-15 21","2019-11-15 14:28:45","2019-11-15 21BTC"
29.35,63.65,1,"Bitcoin","BTC",8576.4,-0.41,0.24,0.31,-1.41,-2.75,4.71,-17,4.78,24.09,"2019-11-15","2019-11-15 22","2019-11-15 15:25:04","2019-11-15 22BTC"
29.11,63.72,1,"Bitcoin","BTC",8574.8,-0.11,0.01,-0.56,-1.59,-2.77,4.69,-17.01,4.76,23.91,"2019-11-15","2019-11-15 23","2019-11-15 16:12:05","2019-11-15 23BTC"
28.79,63.37,1,"Bitcoin","BTC",8518.8,-0.06,-0.19,-0.43,-1.79,-3.7,6.06,-17.81,7.91,23.74,"2019-11-16","2019-11-16 00","2019-11-15 17:09:38","2019-11-16 00BTC"
28.54,63.32,1,"Bitcoin","BTC",8513.6,-0.75,-0.08,-0.71,-1.31,-3.76,6,-17.86,7.85,23.57,"2019-11-16","2019-11-16 01","2019-11-15 18:22:01","2019-11-16 01BTC"
28.3,63.4,1,"Bitcoin","BTC",8530.6,-0.01,-0.01,-0.05,-0.33,-3.57,6.21,-17.69,8.06,23.44,"2019-11-16","2019-11-16 02","2019-11-15 19:14:58","2019-11-16 02BTC"
28.11,63.17,1,"Bitcoin","BTC",8489.2,0.15,-0.16,-0.37,-1.4,-4.04,5.69,-18.09,7.54,23.36,"2019-11-16","2019-11-16 03","2019-11-15 20:04:06","2019-11-16 03BTC"
27.87,63.21,1,"Bitcoin","BTC",8511.6,0.09,0.1,-0.1,-1.14,-3.78,5.97,-17.88,7.82,23.24,"2019-11-16","2019-11-16 04","2019-11-15 21:04:26","2019-11-16 04BTC"
27.59,63.19,1,"Bitcoin","BTC",8524.2,0.05,0.14,-0.08,-0.97,-3.64,6.13,-17.76,7.98,23.11,"2019-11-16","2019-11-16 05","2019-11-15 22:00:44","2019-11-16 05BTC"
27.27,63.06,1,"Bitcoin","BTC",8512.9,0.01,0.32,0.01,-1.41,-3.77,5.99,-17.86,7.84,22.96,"2019-11-16","2019-11-16 06","2019-11-15 23:04:17","2019-11-16 06BTC"
27.08,63.11,1,"Bitcoin","BTC",8505.2,-0.33,0.24,-0.06,-1.48,-3.85,5.89,-17.94,7.74,22.79,"2019-11-16","2019-11-16 07","2019-11-16 00:02:09","2019-11-16 07BTC"
26.73,63.38,1,"Bitcoin","BTC",8542.1,0.15,0.06,0.67,-1.7,-3.44,6.35,-17.58,8.21,22.59,"2019-11-16","2019-11-16 08","2019-11-16 01:02:05","2019-11-16 08BTC"
26.34,63.52,1,"Bitcoin","BTC",8540.4,0.55,0.26,0.57,-1.43,-3.46,6.33,-17.6,8.19,22.32,"2019-11-16","2019-11-16 09","2019-11-16 02:05:55","2019-11-16 09BTC"
26.41,63.53,1,"Bitcoin","BTC",8561.2,0.48,0.1,0.32,-1.7,-3.22,6.59,-17.4,8.45,22.02,"2019-11-16","2019-11-16 10","2019-11-16 03:02:29","2019-11-16 10BTC"
25.93,63.24,1,"Bitcoin","BTC",8511,-0.32,0.1,-0.09,-1.75,-3.79,5.96,-17.88,7.81,21.67,"2019-11-16","2019-11-16 11","2019-11-16 04:06:09","2019-11-16 11BTC"
25.6,63.46,1,"Bitcoin","BTC",8537,0.06,0.01,-0.19,-2.03,-3.5,6.29,-17.63,8.14,21.47,"2019-11-16","2019-11-16 12","2019-11-16 05:01:25","2019-11-16 12BTC"
25.55,63.36,1,"Bitcoin","BTC",8535.5,0.32,0,0.39,-2.32,-3.51,6.27,-17.65,8.12,21.26,"2019-11-16","2019-11-16 13","2019-11-16 06:02:20","2019-11-16 13BTC"
25.24,63.26,1,"Bitcoin","BTC",8559.9,0.26,0.5,0.28,0.19,-3.24,6.57,-17.41,8.43,21,"2019-11-16","2019-11-16 14","2019-11-16 07:03:20","2019-11-16 14BTC"
25.09,63.45,1,"Bitcoin","BTC",8540.4,-0.25,0.45,0.06,0.13,-3.46,6.33,-17.6,8.19,20.74,"2019-11-16","2019-11-16 15","2019-11-16 08:08:32","2019-11-16 15BTC"
24.71,63.53,1,"Bitcoin","BTC",8520.5,-0.34,-0.42,0.04,-0.39,-3.68,6.08,-17.79,7.94,20.4,"2019-11-16","2019-11-16 16","2019-11-16 09:05:45","2019-11-16 16BTC"
24.85,63.51,1,"Bitcoin","BTC",8551.6,0,-0.13,0.58,-0.38,-3.33,6.47,-17.49,8.33,20.13,"2019-11-16","2019-11-16 17","2019-11-16 10:01:52","2019-11-16 17BTC"
24.46,63.56,1,"Bitcoin","BTC",8537.9,-1.07,-0.29,0.42,-0.54,-3.48,6.3,-17.62,8.16,19.9,"2019-11-16","2019-11-16 18","2019-11-16 11:01:55","2019-11-16 18BTC"
24.36,63.54,1,"Bitcoin","BTC",8572.8,0.45,0.27,0.12,0.27,-3.09,6.74,-17.29,8.6,19.6,"2019-11-16","2019-11-16 19","2019-11-16 12:01:29","2019-11-16 19BTC"
23.99,63.44,1,"Bitcoin","BTC",8536.7,0.02,-0.15,-0.3,-0.15,-3.5,6.29,-17.63,8.14,19.34,"2019-11-16","2019-11-16 20","2019-11-16 13:01:33","2019-11-16 20BTC"
23.61,63.43,1,"Bitcoin","BTC",8534,0.15,0.56,-0.18,-0.25,-3.53,6.25,-17.66,8.11,19.13,"2019-11-16","2019-11-16 21","2019-11-16 14:17:04","2019-11-16 21BTC"
23.4,63.48,1,"Bitcoin","BTC",8544,-0.2,-0.17,0.01,-0.35,-3.42,6.38,-17.56,8.23,18.89,"2019-11-16","2019-11-16 22","2019-11-16 15:06:29","2019-11-16 22BTC"
23.1,63.4,1,"Bitcoin","BTC",8543.3,0.03,-0.18,0,-0.36,-3.42,6.37,-17.57,8.22,18.69,"2019-11-16","2019-11-16 23","2019-11-16 16:06:57","2019-11-16 23BTC"
23.12,63.49,1,"Bitcoin","BTC",8532.2,-0.08,-0.41,-0.31,0.14,-5.86,5.35,-16.8,15.61,18.43,"2019-11-17","2019-11-17 00","2019-11-16 17:06:31","2019-11-17 00BTC"
22.8,63.55,1,"Bitcoin","BTC",8568.5,0.15,0.22,-0.15,0.44,-5.46,5.8,-16.45,16.1,18.16,"2019-11-17","2019-11-17 01","2019-11-16 18:03:34","2019-11-17 01BTC"
22.79,63.4,1,"Bitcoin","BTC",8525.9,-0.08,0.02,-0.49,0.27,-5.93,5.27,-16.87,15.52,17.87,"2019-11-17","2019-11-17 02","2019-11-16 19:02:42","2019-11-17 02BTC"
22.53,63.48,1,"Bitcoin","BTC",8560.7,0.16,0.42,-0.08,0.68,-5.54,5.7,-16.53,15.99,17.65,"2019-11-17","2019-11-17 03","2019-11-16 20:02:23","2019-11-17 03BTC"
22.29,63.38,1,"Bitcoin","BTC",8524.6,0,-0.23,0,0.17,-5.94,5.25,-16.88,15.5,17.42,"2019-11-17","2019-11-17 04","2019-11-16 21:09:21","2019-11-17 04BTC"
22.04,63.25,1,"Bitcoin","BTC",8515.7,-0.04,-0.22,-0.32,0.36,-6.04,5.15,-16.96,15.38,17.24,"2019-11-17","2019-11-17 05","2019-11-16 22:08:57","2019-11-17 05BTC"
27.68,63.47,1,"Bitcoin","BTC",8522,-0.28,-0.26,-0.26,0.35,-5.97,5.22,-16.9,15.47,25.1,"2019-11-17","2019-11-17 06","2019-11-16 23:03:02","2019-11-17 06BTC"
27.46,63.14,1,"Bitcoin","BTC",8508.3,-0.23,-0.01,-0.3,-0.3,-6.12,5.05,-17.04,15.28,24.66,"2019-11-17","2019-11-17 07","2019-11-17 00:04:20","2019-11-17 07BTC"
27.46,63.08,1,"Bitcoin","BTC",8453.9,-0.48,-0.65,-0.94,-0.94,-6.72,4.38,-17.57,14.55,24.27,"2019-11-17","2019-11-17 08","2019-11-17 01:05:19","2019-11-17 08BTC"
27.55,63.75,1,"Bitcoin","BTC",8572.1,0.24,-0.19,0.74,0.22,-5.42,5.84,-16.42,16.15,23.78,"2019-11-17","2019-11-17 09","2019-11-17 02:05:58","2019-11-17 09BTC"
27.43,63.75,1,"Bitcoin","BTC",8590.2,0.27,0.02,0.95,0.44,-5.22,6.06,-16.24,16.39,23.27,"2019-11-17","2019-11-17 10","2019-11-17 03:02:28","2019-11-17 10BTC"
26.83,63.86,1,"Bitcoin","BTC",8624.6,0.79,0.43,0.42,1.03,-4.84,6.49,-15.9,16.86,22.63,"2019-11-17","2019-11-17 11","2019-11-17 04:01:51","2019-11-17 11BTC"
26.63,63.81,1,"Bitcoin","BTC",8578.3,-0.25,0.03,-0.45,0.51,-5.35,5.92,-16.35,16.23,22.08,"2019-11-17","2019-11-17 12","2019-11-17 05:01:27","2019-11-17 12BTC"
